DIST COUNTY AREA TOTAL DEM REP CPF REF LPF OverVotes GRE UnderVotes WriteinVotes
NA Broward J016 0 386 104 0 1 6 1 7 0 1
NA Broward J017 0 1050 179 1 2 13 0 12 6 4
NA Broward J018 0 1081 428 0 3 20 0 11 12 9
NA Broward J019 0 1907 743 6 7 31 2 26 17 18
NA Broward J020 0 670 166 2 0 6 5 6 4 8
NA Broward J021 0 1194 572 2 1 20 0 9 9 10
NA Broward J022 0 1175 409 1 0 11 7 2 13 4
NA Broward J023 0 684 369 2 1 19 0 5 6 11
NA Broward J024 0 651 218 0 0 4 4 4 7 2
NA Broward K001 0 931 45 0 0 4 3 2 2 2
NA Broward K002 0 943 40 2 0 7 2 4 6 9
NA Broward K003 0 1775 111 0 0 8 4 10 9 3
NA Broward K004 0 1433 67 1 1 6 4 16 7 4
NA Broward K005 0 988 41 1 1 3 3 3 9 5
NA Broward K006 0 1063 65 1 1 6 3 3 6 7
NA Broward K007 0 1273 40 3 0 5 4 2 4 5
NA Broward K008 0 1019 78 0 0 5 1 3 4 1
NA Broward K009 0 1058 141 0 0 5 5 5 3 3
NA Broward K010 0 392 35 0 0 1 1 0 0 2
NA Broward K011 0 1125 114 5 0 3 3 4 2 1
NA Broward L001 0 2756 656 4 1 31 4 19 10 21
NA Broward L002 0 906 36 0 0 3 0 1 4 3
NA Broward L003 0 781 62 2 1 2 2 3 4 3
NA Broward L004 0 3323 96 4 1 13 11 10 13 10
NA Broward L005 0 1066 41 0 0 2 5 5 3 4
NA Broward L006 0 2028 107 3 1 10 3 9 15 7
NA Broward L007 0 703 99 2 1 6 2 4 6 5
NA Broward L008 0 1461 59 1 1 6 4 3 12 5
NA Broward L009 0 1275 211 4 1 15 2 10 7 8
NA Broward L010 0 2741 476 1 5 32 9 21 31 9
NA Broward L011 0 894 74 0 0 5 4 8 0 4
NA Broward L012 0 876 35 1 1 4 3 8 1 2
NA Broward L013 0 2204 389 3 0 22 8 18 16 14
NA Broward L014 0 879 12 0 0 1 0 2 2 3
NA Broward L015 0 651 7 0 0 2 1 2 3 4
NA Broward L016 0 1090 31 1 0 3 4 6 11 4
NA Broward L017 0 684 12 0 1 1 2 2 6 2
NA Broward L018 0 1066 26 1 0 3 3 0 6 4
NA Broward L019 0 379 13 0 0 3 2 1 1 3
NA Broward M001 0 989 557 3 2 32 0 14 9 15
NA Broward M002 0 1714 143 1 0 12 8 11 7 7
NA Broward M003 0 1980 157 4 0 7 3 13 12 10
NA Broward M004 0 921 95 2 0 6 4 9 6 4
NA Broward M005 0 979 226 0 0 11 2 6 8 6
NA Broward M006 0 494 210 2 0 9 1 6 5 4
NA Broward M007 0 568 173 0 0 4 4 1 10 7
NA Broward M008 0 909 284 3 1 8 7 8 10 3
NA Broward M009 0 1221 370 2 3 28 1 8 8 4
NA Broward M010 0 550 187 0 0 6 2 4 3 1
NA Broward M011 0 550 186 2 0 7 2 6 4 8
NA Broward M012 0 1113 638 4 0 38 2 11 13 17
NA Broward M013 0 901 192 3 2 18 0 8 6 3
NA Broward M014 0 1045 561 2 1 46 2 13 10 14
NA Broward M015 0 1169 407 5 2 20 2 11 8 11
NA Broward M016 0 339 133 0 0 4 2 2 3 0
NA Broward M017 0 487 184 0 0 3 1 4 8 0
NA Broward M018 0 545 161 1 0 5 1 6 7 4
NA Broward M019 0 661 288 1 1 14 1 9 3 8
NA Broward M020 0 1665 441 3 4 32 2 20 10 13
NA Broward M021 0 646 197 0 0 7 5 10 5 6
NA Broward M022 0 1103 501 1 2 23 2 8 9 9
NA Broward M023 0 1227 435 0 0 6 5 6 13 2
NA Broward M024 0 869 273 0 2 22 2 9 9 6
NA Broward M025 0 1471 946 2 4 43 1 19 16 19
NA Broward M026 0 1281 400 5 2 20 3 13 8 16
NA Broward M027 0 452 243 1 0 8 1 6 4 3
NA Broward M028 0 1095 247 1 2 22 2 11 2 7
NA Broward M029 0 859 518 1 1 28 1 12 3 10
NA Broward M030 0 1892 923 6 3 56 3 23 10 21
NA Broward M031 0 594 94 0 0 4 2 3 6 3
NA Broward M032 0 761 145 2 1 6 1 11 5 6
NA Broward N001 0 1245 156 4 0 8 6 6 4 7
NA Broward N002 0 1300 129 1 0 11 2 4 5 4
NA Broward N003 0 539 379 3 0 11 0 10 3 6
NA Broward N004 0 1174 734 5 2 28 6 14 7 13
NA Broward N005 0 358 213 0 1 5 0 4 4 6
NA Broward N006 0 710 851 1 0 36 1 7 13 6
NA Broward N007 0 758 561 1 2 31 2 6 12 13
NA Broward N008 0 1457 888 1 1 52 2 21 15 17
NA Broward N009 0 603 261 2 0 18 4 6 6 1
NA Broward N010 0 722 537 1 0 19 0 7 4 12
NA Broward N011 0 524 582 0 0 31 3 8 6 8
NA Broward N012 0 917 359 0 1 15 2 18 4 7
NA Broward N013 0 668 330 4 0 9 1 5 2 9
NA Broward N014 0 1381 410 3 2 26 2 14 8 13
NA Broward N015 0 1905 946 3 3 33 8 13 23 18
NA Broward N016 0 731 598 1 3 18 0 8 17 10
NA Broward N017 0 945 442 1 1 23 1 9 9 13
NA Broward N018 0 1165 562 0 1 42 1 10 8 15
NA Broward N019 0 630 343 1 1 13 2 4 4 10
NA Broward N020 0 871 709 4 2 32 0 6 7 11
NA Broward N021 0 744 637 3 0 14 4 4 12 16
NA Broward N022 0 1839 935 1 3 39 4 23 13 15
NA Broward N023 0 1292 733 3 1 37 4 14 17 15
NA Broward N024 0 941 594 0 0 25 0 1 5 8
NA Broward N025 0 1545 848 1 5 41 2 12 12 19
NA Broward N026 0 1121 481 2 0 18 3 12 6 7
NA Broward N027 0 219 190 0 0 7 0 2 3 4
NA Broward N028 0 741 623 2 1 13 0 7 10 12
NA Broward N029 0 1316 804 4 2 33 0 7 6 17
NA Broward P001 0 994 210 0 0 14 0 5 3 4
NA Broward P002 0 942 196 0 0 11 0 7 3 5
NA Broward P003 0 1307 369 2 1 19 2 10 10 7
NA Broward P004 0 884 251 2 0 10 1 8 5 5
NA Broward P005 0 550 261 1 1 15 1 3 5 3
NA Broward P006 0 615 227 0 0 8 4 5 10 4
NA Broward Q010 0 498 709 0 1 16 3 3 9 7
NA Broward Q020 0 119 223 0 0 8 0 0 3 2
NA Broward Q030 0 942 1156 3 1 25 3 7 21 13
NA Broward Q031 0 733 1000 3 4 22 4 8 17 7
NA Broward Q040 0 1325 1223 4 1 39 1 5 13 26
NA Broward Q041 0 1577 1321 2 3 44 2 9 11 20
NA Broward Q042 0 567 529 1 0 17 0 9 6 9
NA Broward Q043 0 669 922 1 1 26 1 8 8 9
NA Broward Q044 0 3025 2479 5 3 83 3 14 35 42
NA Broward Q045 0 676 589 0 3 19 1 2 11 12
NA Broward Q050 0 1121 76 2 0 5 6 11 4 3
NA Broward Q051 0 286 124 0 1 2 1 3 4 3
NA Broward Q060 0 2066 992 1 3 63 1 15 19 26
NA Broward Q061 0 2066 1190 5 4 45 6 30 29 37
NA Broward Q062 0 1742 637 4 2 40 6 18 16 17
NA Broward Q063 0 642 420 0 1 20 0 4 12 9
NA Broward Q064 0 1007 530 0 2 20 3 12 16 15
NA Broward Q065 0 3000 1277 4 5 79 3 19 29 42
NA Broward Q066 0 881 682 1 1 25 0 6 19 13
NA Broward Q067 0 1266 757 2 0 26 1 5 15 31
NA Broward Q068 0 1285 719 0 0 31 1 10 14 10
NA Broward Q069 0 1036 437 0 0 25 1 14 12 14
NA Broward Q070 0 1957 834 5 3 65 1 18 22 31
NA Broward Q071 0 1332 828 4 0 39 1 13 21 22
NA Broward Q072 0 1157 688 4 1 32 3 8 14 16
NA Broward Q080 0 1523 417 1 6 25 8 11 12 9
NA Broward Q081 0 969 234 4 0 10 3 11 5 3
NA Broward Q082 0 1200 65 0 0 2 9 8 8 4
NA Broward Q083 0 1343 41 0 0 6 3 6 10 6
NA Broward Q090 0 468 656 1 1 24 2 4 8 4
NA Broward Q091 0 1197 1785 2 1 47 6 15 21 23
NA Broward R001 0 694 842 0 2 20 2 6 12 12
NA Broward R002 0 930 940 0 1 28 1 12 21 15
NA Broward R003 0 458 515 0 0 12 1 7 2 6
NA Broward R004 0 761 827 2 1 18 1 5 12 12
NA Broward R005 0 398 452 0 0 10 1 1 2 5
NA Broward R006 0 446 344 0 0 16 0 8 9 9
NA Broward R007 0 467 533 0 2 17 0 5 4 12
NA Broward R008 0 467 547 0 1 14 4 2 7 9
NA Broward R009 0 681 641 3 0 18 0 10 7 13
NA Broward R010 0 454 488 1 1 11 1 2 10 9
NA Broward R011 0 552 612 3 0 14 0 8 12 17
NA Broward R012 0 675 611 0 0 19 3 2 19 10
NA Broward R013 0 1427 1564 2 0 55 2 11 20 24
NA Broward R014 0 584 453 0 0 16 1 5 3 7
NA Broward R015 0 1255 1276 0 0 37 3 9 13 24
NA Broward R016 0 929 459 1 0 24 1 15 13 13
NA Broward R017 0 299 108 0 1 5 0 3 4 1
NA Broward R018 0 1211 483 0 0 45 2 17 6 17
NA Broward R019 0 727 349 0 2 13 1 10 6 9
NA Broward R020 0 480 205 0 0 20 1 8 4 7
NA Broward R021 0 1150 222 0 0 20 2 5 3 4
NA Broward R022 0 843 157 0 1 9 4 8 4 12
NA Broward R023 0 938 35 3 1 8 3 6 5 1
NA Broward R024 0 799 22 0 0 0 1 4 3 2
NA Broward R025 0 1404 59 0 1 8 4 4 7 2
NA Broward R026 0 1217 31 4 0 2 1 8 3 5
NA Broward R027 0 1051 134 1 0 15 4 10 3 7
NA Broward R028 0 1370 31 0 1 0 3 5 6 6
NA Broward R029 0 807 31 0 0 0 2 3 5 3
NA Broward R030 0 1465 27 3 0 5 9 5 5 12
NA Broward R031 0 999 193 1 0 21 4 18 7 13
NA Broward R032 0 1558 1155 5 0 71 1 14 18 22
NA Broward R033 0 956 145 3 0 5 3 3 7 6
NA Broward R034 0 1469 736 1 3 41 1 16 9 20
NA Broward R035 0 544 441 0 0 20 0 3 3 9
NA Broward R036 0 439 567 0 1 28 0 4 19 8
NA Broward R037 0 495 583 1 0 26 1 4 8 8
NA Broward R038 0 145 256 0 0 3 1 2 5 5
NA Broward R039 0 648 821 1 0 32 1 2 15 11
NA Broward R040 0 1214 1425 1 1 46 2 7 24 28
NA Broward R041 0 703 299 0 0 19 0 6 10 9
NA Broward R042 0 333 264 0 1 17 0 8 2 4
NA Broward R043 0 889 633 0 0 34 1 13 9 11
NA Broward R044 0 158 71 0 0 9 0 1 1 3
NA Broward R045 0 634 428 0 1 13 1 13 8 15
NA Broward R046 0 1064 887 0 1 29 2 7 15 16
NA Broward R047 0 740 481 4 1 16 1 9 5 18
NA Broward R048 0 650 394 3 1 18 3 12 7 6
NA Broward R049 0 755 527 5 0 21 5 13 16 9
NA Broward R050 0 1116 113 1 0 9 7 11 4 4
NA Broward R051 0 831 35 3 0 1 3 3 4 1
NA Broward R052 0 531 251 1 1 6 3 2 7 4
NA Broward R053 0 854 862 2 1 36 1 9 10 18
NA Broward R054 0 483 327 1 1 11 2 5 2 8
NA Broward R055 0 362 383 0 0 14 1 0 10 7
NA Broward R056 0 564 35 0 0 2 2 5 0 2
NA Broward R057 0 573 104 1 0 6 2 9 2 4
NA Broward R058 0 509 275 1 1 27 0 15 5 3
NA Broward R059 0 520 387 1 0 23 0 2 8 1
NA Broward R060 0 864 409 1 1 31 3 13 5 8
NA Broward R061 0 394 275 0 0 18 1 1 3 6
NA Broward R062 0 533 15 0 0 1 2 1 2 2
NA Broward R063 0 3132 224 7 1 25 8 23 21 15
NA Broward R064 0 627 123 1 0 4 2 8 4 3
NA Broward R065 0 201 208 1 0 12 0 0 1 7
NA Broward R066 0 292 276 3 1 11 1 7 3 5
NA Broward R067 0 568 376 1 1 18 4 7 2 7
NA Broward R068 0 437 459 1 0 20 0 5 8 7
NA Broward R069 0 1473 39 0 0 2 5 5 14 6
NA Broward S001 0 1176 269 2 1 20 3 8 13 7
NA Broward S002 0 928 49 1 0 4 5 8 7 2
NA Broward S003 0 1113 651 2 1 36 3 19 11 8
NA Broward S004 0 1087 748 0 3 28 1 24 15 17
NA Broward S005 0 656 547 2 1 16 2 9 10 5
NA Broward S006 0 548 315 1 0 19 2 13 7 4
NA Broward S007 0 501 376 1 0 22 0 7 5 1
NA Broward S008 0 1155 618 1 2 23 2 11 9 10
NA Broward S009 0 555 476 3 5 15 3 13 7 6
NA Broward T001 0 966 524 0 1 21 2 27 4 14
NA Broward T002 0 845 394 4 0 34 1 13 7 14
NA Broward T003 0 1160 919 1 3 43 4 15 6 13
NA Broward T004 0 712 336 5 0 27 2 13 2 5
NA Broward T005 0 403 183 0 2 8 0 9 2 5
NA Broward T006 0 277 307 1 1 8 1 1 7 6
NA Broward T007 0 614 586 2 5 14 3 8 10 11
NA Broward T008 0 916 666 2 2 29 2 15 6 10
NA Broward T009 0 1769 535 4 2 35 9 17 13 14
NA Broward T010 0 1371 1221 4 2 40 1 10 21 27
NA Broward T011 0 735 542 3 2 26 5 9 8 15
NA Broward T012 0 549 332 0 0 14 2 8 4 5
NA Broward T013 0 430 313 0 0 9 1 2 2 10
NA Broward T014 0 963 606 4 0 34 2 10 5 17
NA Broward T015 0 946 704 4 1 32 2 15 14 23
NA Broward T016 0 100 72 2 1 0 0 4 0 0
NA Broward T017 0 607 531 0 0 19 1 7 11 10
NA Broward T018 0 2328 2633 4 3 84 5 14 26 36
NA Broward T019 0 616 420 2 4 28 1 14 10 13
NA Broward T020 0 833 702 1 0 31 0 11 9 9
NA Broward T021 0 619 702 1 0 24 1 3 8 8
NA Broward T022 0 285 256 0 2 8 0 5 10 5
NA Broward T023 0 853 410 0 3 38 3 14 2 10
NA Broward T024 0 533 465 1 1 26 0 9 6 11
NA Broward T025 0 865 596 1 0 27 3 14 8 8
NA Broward T026 0 937 822 1 1 26 0 5 19 15
NA Broward T027 0 341 378 0 0 9 1 5 4 13
NA Broward T028 0 2035 1118 3 3 53 5 14 21 25
NA Broward T029 0 899 630 3 2 25 3 13 16 7
NA Broward T030 0 180 248 1 0 10 1 2 3 2
NA Broward U001 0 458 394 2 0 20 1 5 8 13
NA Broward U002 0 597 546 1 3 24 3 10 12 5
NA Broward U003 0 1080 1059 0 3 35 1 19 10 16
NA Broward U004 0 1528 1433 7 4 50 1 21 8 29
NA Broward U005 0 795 505 2 1 25 1 12 4 6
NA Broward U006 0 1898 973 1 0 34 2 14 16 20
NA Broward U007 0 819 741 0 3 23 1 6 8 10
NA Broward U008 0 349 265 1 0 9 1 3 5 9
NA Broward U009 0 413 269 1 1 16 0 1 3 3
NA Broward U010 0 883 559 1 0 28 0 4 10 18
NA Broward U011 0 1309 737 0 1 32 0 13 19 12
NA Broward V001 0 403 458 0 2 17 1 5 8 9
NA Broward V002 0 1491 1509 1 4 44 4 18 22 18
NA Broward V003 0 789 420 2 3 14 3 10 10 10
NA Broward V004 0 581 270 1 0 10 4 7 6 6
NA Broward V005 0 520 414 0 0 13 1 6 6 9
NA Broward V006 0 588 288 2 0 13 2 13 5 9
NA Broward V007 0 1030 702 0 1 28 1 26 13 11
NA Broward V008 0 595 29 1 0 5 3 2 5 2
NA Broward V009 0 893 289 0 1 14 1 22 4 13
NA Broward V010 0 229 93 0 0 5 1 6 3 4
NA Broward V011 0 1094 104 1 2 4 6 11 7 10
NA Broward V012 0 1402 494 4 1 47 4 23 19 13
NA Broward V013 0 545 168 1 0 13 2 9 3 7
NA Broward V014 0 632 340 1 1 23 1 10 11 10
NA Broward V015 0 693 376 4 1 13 2 4 10 8
NA Broward V016 0 780 450 0 1 23 1 23 6 16
NA Broward V017 0 347 86 0 1 4 0 5 4 3
NA Broward V018 0 1948 426 2 3 44 7 28 16 23
NA Broward V019 0 800 112 0 2 15 6 4 5 4
NA Broward V020 0 533 186 0 0 12 2 10 2 7
NA Broward V021 0 727 527 2 3 30 2 7 13 15
NA Broward V022 0 703 488 2 2 35 1 19 8 14
NA Broward V023 0 370 236 1 1 6 0 4 1 6
NA Broward V024 0 1050 485 1 0 23 0 3 4 11
NA Broward V025 0 500 511 3 0 8 1 7 5 8
NA Broward V026 0 537 294 2 1 14 2 11 10 9
NA Broward V027 0 320 252 0 0 15 0 6 5 8
NA Broward V028 0 444 324 0 0 14 3 1 7 1
NA Broward V029 0 221 186 1 0 10 0 1 2 4
NA Broward V030 0 668 499 2 3 16 1 2 11 11
NA Broward V031 0 544 411 0 1 17 1 9 5 7
NA Broward V032 0 938 373 3 2 22 1 15 7 19
NA Broward V033 0 659 363 1 0 9 2 6 7 7
NA Broward V034 0 1065 478 1 0 12 5 7 7 9
NA Broward V035 0 282 131 0 1 4 2 1 8 2
NA Broward V036 0 381 108 0 0 1 3 7 11 1
NA Broward V037 0 531 166 0 0 10 2 1 4 5
NA Broward V038 0 762 189 0 0 9 0 15 2 7
NA Broward V039 0 568 312 2 1 7 2 8 4 7
NA Broward V040 0 642 381 5 1 32 3 6 3 11
NA Broward V041 0 581 146 2 0 9 4 4 5 5
NA Broward V042 0 1169 343 2 4 17 7 9 9 15
NA Broward V043 0 630 228 2 1 16 1 8 7 7
NA Broward V044 0 929 327 1 3 22 5 9 6 9
NA Broward V045 0 603 314 0 0 19 1 6 6 7
NA Broward V046 0 284 153 1 0 9 1 7 3 3
NA Broward V047 0 576 403 1 1 9 0 4 5 0
NA Broward V048 0 511 245 1 1 14 2 7 7 8
NA Broward V049 0 544 275 2 1 22 2 7 6 8
NA Broward V050 0 775 377 2 2 17 0 13 5 5
NA Broward V051 0 637 398 1 1 16 1 2 9 3
NA Broward V052 0 849 367 0 3 16 6 8 8 11
NA Broward V053 0 924 702 0 0 18 1 4 14 10
NA Broward V054 0 491 202 0 0 15 4 3 3 6
NA Broward V055 0 645 757 0 2 18 4 8 13 7
NA Broward V056 0 432 163 1 0 6 1 6 7 1
NA Broward V057 0 1343 913 0 2 35 1 17 14 25
NA Broward V058 0 349 218 0 0 15 0 7 4 1
NA Broward W001 0 2390 197 2 2 17 9 17 11 13
NA Broward W002 0 1400 192 2 0 14 1 13 16 12
NA Broward W003 0 793 128 6 0 7 6 7 4 9
NA Broward W004 0 1037 116 0 0 9 1 13 3 5
NA Broward W005 0 1050 73 3 1 7 5 6 3 4
NA Broward W006 0 795 133 3 2 13 3 5 4 9
NA Broward W007 0 1225 177 0 0 13 8 5 2 7
NA Broward W008 0 2113 160 4 2 20 6 15 12 14
NA Broward W009 0 1188 536 2 1 27 1 4 11 9
NA Broward W010 0 742 109 1 2 7 0 5 3 4
NA Broward W011 0 1323 214 1 1 8 9 7 8 4
NA Broward W012 0 1893 199 1 1 20 1 11 9 6
NA Broward W013 0 2728 336 2 1 19 0 24 17 14
NA Broward W014 0 2307 906 3 2 33 5 19 15 19
NA Broward W015 0 599 366 0 1 16 2 6 7 10
NA Broward W016 0 3433 1586 4 3 63 3 20 24 29
NA Broward W017 0 2240 702 6 2 45 3 14 14 26
NA Broward W018 0 1548 496 2 5 21 2 7 8 17
NA Broward W019 0 2148 597 3 2 25 6 15 13 22
NA Broward W020 0 2212 627 4 4 32 5 15 9 19
NA Broward W021 0 2041 845 1 6 38 3 16 21 18
NA Broward W022 0 1840 545 4 1 25 3 17 13 13
NA Broward W023 0 3942 735 10 5 67 8 34 19 28
NA Broward W024 0 1781 270 1 3 11 10 13 8 11
NA Broward W025 0 2375 191 2 3 18 5 17 6 16
NA Broward X001 0 911 358 1 0 18 0 9 7 7
NA Broward X002 0 709 277 2 0 12 1 7 6 4
NA Broward X003 0 910 284 1 1 12 3 6 8 6
NA Broward X004 0 605 338 3 2 8 2 14 2 7
NA Broward X005 0 641 579 1 0 18 1 7 8 11
NA Broward X006 0 1256 592 3 1 15 3 8 10 14
NA Broward X007 0 963 635 3 6 26 0 15 15 12
NA Broward X008 0 686 289 1 0 4 3 2 9 12
NA Broward X009 0 1718 448 2 1 16 4 10 14 8
NA Broward X010 0 1230 887 3 0 37 1 20 9 23
NA Broward X011 0 312 221 0 0 3 8 3 5 3
NA Broward X012 0 868 261 1 1 8 2 7 6 3
NA Broward X013 0 1298 605 3 1 22 5 12 9 10
NA Broward X014 0 1234 393 1 2 24 0 14 14 13
NA Broward X015 0 423 376 0 0 11 1 3 8 9
NA Broward X016 0 794 483 6 1 17 1 10 6 8
NA Broward X017 0 1242 542 0 1 41 8 7 7 12
NA Broward X018 0 624 227 5 1 17 2 6 5 3
NA Broward X019 0 1128 607 2 3 14 4 8 21 3
NA Broward X020 0 1540 897 1 2 20 9 7 29 7
NA Broward X021 0 2309 482 3 3 33 3 30 13 20
NA Broward X022 0 1355 265 0 1 14 4 13 10 12
NA Broward X023 0 1198 288 1 2 15 2 4 6 8
NA Broward X024 0 1825 1008 2 2 40 2 10 7 12
NA Broward X025 0 380 210 0 0 2 0 2 4 2
NA Broward X026 0 782 344 1 0 19 2 7 9 5
NA Broward X027 0 1320 606 5 5 33 4 12 18 15
NA Broward X028 0 710 608 2 3 27 4 7 6 13
NA Broward X029 0 1594 1096 7 2 46 2 20 18 26
NA Broward X030 0 611 443 2 0 11 0 7 3 5
NA Broward X031 0 1751 923 3 3 22 14 9 30 8
NA Broward X032 0 583 469 0 0 15 1 4 5 12
NA Broward X033 0 1380 753 4 3 41 3 12 13 18
NA Broward X034 0 668 455 3 2 21 0 6 2 9
NA Broward X035 0 1263 518 1 4 32 1 7 12 12
NA Broward X036 0 1185 432 3 0 36 1 12 14 11
NA Broward X037 0 230 230 0 0 9 0 0 1 4
NA Broward X038 0 1787 1089 3 2 41 3 10 23 17
NA Broward X039 0 554 297 2 0 14 6 6 10 6
NA Broward X040 0 1662 1008 2 0 41 0 19 9 12
NA Broward X041 0 1075 544 3 1 24 1 13 9 13
NA Broward X042 0 1120 770 1 1 30 0 9 14 9
NA Broward X043 0 1549 777 4 0 44 2 13 9 17
NA Broward X044 0 1146 629 4 2 22 2 5 8 12
NA Broward X045 0 1017 281 0 1 14 1 8 8 5
NA Broward X046 0 877 269 1 1 13 1 8 8 7
NA Broward X047 0 491 85 1 0 11 1 4 6 2
NA Broward X048 0 532 189 1 1 9 2 8 5 7
NA Broward X049 0 1057 454 1 2 26 1 6 12 8
NA Broward X050 0 959 252 1 0 13 1 7 3 4
NA Broward Y001 0 408 536 0 0 4 2 2 8 5
NA Broward Y002 0 842 1033 1 0 22 8 15 11 7
NA Broward Y003 0 744 551 2 1 20 0 5 15 6
NA Broward Y004 0 1135 787 1 5 21 7 10 13 7
NA Broward Y005 0 866 700 0 2 18 5 10 14 15
NA Broward Y006 0 1774 1013 3 1 40 14 23 25 8
NA Broward Y007 0 1704 494 5 1 20 11 16 15 12
NA Broward Y008 0 1824 131 0 1 18 4 20 8 3
NA Broward Z001 0 949 26 1 2 1 1 2 1 5
NA Broward Z002 0 1687 48 1 3 7 3 3 9 5
NA Broward Z003 0 801 479 2 3 21 4 7 5 10
NA Broward Z004 0 140 79 0 1 3 0 6 3 2
NA Broward Z005 0 323 107 1 0 4 2 4 1 2
NA Broward Z073 0 316 239 0 0 17 1 5 3 9
NA Calhoun 101 0 174 609 3 1 20 NA 2 11 8
NA Calhoun 102 0 110 408 1 2 12 NA 1 9 3
NA Calhoun 201 0 93 666 2 NA 9 NA 5 7 5
NA Calhoun 202 0 156 580 1 2 23 NA 2 9 10
NA Calhoun 301 0 121 826 4 4 17 NA 7 17 11
NA Calhoun 302 0 44 421 4 NA 13 NA 1 3 1
NA Calhoun 401 0 339 182 1 1 4 NA 5 7 4
NA Calhoun 402 0 5 46 1 NA 1 NA NA NA 1
NA Calhoun 501 0 122 481 4 NA 16 NA 1 4 3
NA Calhoun 502 0 17 132 1 NA 3 NA NA NA NA
NA Calhoun 503 0 60 304 3 1 6 NA 1 2 1
NA Charlotte 1 0 96 206 1 1 5 1 3 1 1
NA Charlotte 10 0 319 390 4 2 19 5 5 11 3
NA Charlotte 11 0 362 976 3 1 30 4 8 3 10
NA Charlotte 12 0 663 1122 7 3 49 11 10 15 25
NA Charlotte 13 0 346 937 0 0 20 3 9 5 13
NA Charlotte 14 0 465 925 3 1 24 2 11 9 9
NA Charlotte 15 0 589 1083 6 1 41 10 21 9 10
NA Charlotte 16 0 331 385 2 0 31 8 14 4 7
NA Charlotte 17 0 578 640 2 1 37 25 6 9 8
NA Charlotte 18 0 432 839 2 2 39 2 5 6 6
NA Charlotte 19 0 225 338 0 0 16 2 6 4 5
NA Charlotte 2 0 177 334 1 0 10 2 1 3 4
NA Charlotte 20 0 440 810 5 0 39 9 16 5 15
NA Charlotte 21 0 322 506 0 0 8 6 5 4 7
NA Charlotte 22 0 1005 1470 4 5 55 8 29 13 23
NA Charlotte 23 0 292 547 1 0 15 0 5 12 8
NA Charlotte 24 0 484 724 5 0 29 3 12 8 9
NA Charlotte 25 0 500 801 2 1 37 5 15 4 8
NA Charlotte 26 0 300 418 3 3 13 0 9 1 3
NA Charlotte 27 0 817 1475 1 1 53 18 10 20 20
NA Charlotte 28 0 505 1149 6 0 26 7 7 6 18
NA Charlotte 29 0 849 1954 1 1 41 7 10 20 24
NA Charlotte 3 0 253 179 1 1 10 4 2 1 6
NA Charlotte 30 0 212 507 1 0 17 1 4 6 4
NA Charlotte 31 0 487 1371 5 1 37 7 15 11 20
NA Charlotte 32 0 44 242 0 0 4 2 1 0 1
NA Charlotte 33 0 421 774 0 1 31 8 7 3 10
NA Charlotte 34 0 425 919 2 0 27 5 6 14 7
NA Charlotte 35 0 267 481 0 1 21 4 4 5 8
NA Charlotte 36 0 648 811 2 0 30 9 14 8 16
NA Charlotte 38 0 701 866 2 4 32 7 13 9 13
NA Charlotte 39 0 662 958 2 3 44 13 19 13 14
NA Charlotte 4 0 98 196 0 0 4 0 2 1 2
NA Charlotte 41 0 473 1088 2 0 32 1 6 20 17
NA Charlotte 42 0 708 1673 2 2 46 13 21 9 19
NA Charlotte 43 0 711 1054 6 2 50 7 13 15 12
NA Charlotte 44 0 964 1788 2 1 53 10 16 9 27
NA Charlotte 45 0 663 1220 2 0 40 5 17 13 13
NA Charlotte 46 0 855 1512 5 0 31 9 10 17 22
NA Charlotte 47 0 1401 2770 0 5 62 10 18 31 27
NA Charlotte 48 0 747 999 2 1 32 9 7 11 10
NA Charlotte 49 0 350 541 1 0 17 1 2 4 9
NA Charlotte 5 0 532 834 2 2 35 8 5 10 6
NA Charlotte 52 0 888 1335 3 1 52 13 14 15 19
NA Charlotte 53 0 432 935 3 1 37 4 8 5 11
NA Charlotte 54 0 354 581 0 0 24 6 5 6 3
NA Charlotte 55 0 694 1436 0 1 35 6 6 23 23
NA Charlotte 56 0 614 720 2 3 36 12 2 11 14
NA Charlotte 57 0 137 334 0 0 5 2 2 2 1
NA Charlotte 58 0 681 1252 2 0 36 7 12 9 12
NA Charlotte 6 0 728 1341 2 0 26 2 7 14 23
NA Charlotte 60 0 149 288 2 0 5 0 0 4 3
NA Charlotte 61 0 314 750 0 1 12 4 4 8 16
NA Charlotte 63 0 1487 2204 2 3 84 17 17 27 35
NA Charlotte 64 0 823 1951 1 2 41 4 6 26 23
NA Charlotte 66 0 249 354 1 1 12 1 6 3 10
NA Charlotte 67 0 63 120 0 0 2 2 1 1 1
NA Charlotte 68 0 245 694 3 0 12 0 4 5 12
NA Charlotte 69 0 146 275 0 0 6 1 5 0 2
NA Charlotte 7 0 667 1313 3 0 48 1 2 15 19
NA Charlotte 75 0 912 1206 1 5 45 5 10 11 15
NA Charlotte 76 0 196 259 1 1 14 5 2 3 6
NA Charlotte 77 0 791 1914 3 1 46 6 11 17 20
NA Charlotte 78 0 82 195 0 0 12 0 1 9 10
NA Charlotte 8 0 293 533 0 1 14 1 10 1 6
NA Charlotte 80 0 475 952 0 0 34 5 9 7 17
NA Charlotte 9 0 306 464 0 0 16 4 4 3 16
NA Citrus 100 0 435 1460 5 1 23 1 18 14 13
