COUNTY AREA TOTAL DEM REP LIB WRI
"Mecklenburg County" "401 - American Legion Hall" 727 416 307 4 0
"Mecklenburg County" "402 - Park View Middle School" 146 77 69 0 0
"Mecklenburg County" "501 - South Hill" 869 286 580 3 0
"Mecklenburg County" "601 - Baskerville" 369 86 280 1 2
"Mecklenburg County" "602 - Union Level" 251 27 224 0 0
"Mecklenburg County" "603 - Smith Crossroads" 199 52 145 2 0
"Mecklenburg County" "604 - Lake Gaston" 253 61 192 0 0
"Mecklenburg County" "701 - Chase City" 423 132 288 2 1
"Mecklenburg County" "702 - Sunshine" 391 110 281 0 0
"Mecklenburg County" "801 - Finchley" 150 41 108 1 0
"Mecklenburg County" "802 - Bluestone" 408 70 337 1 0
"Mecklenburg County" "803 - Chase City Elementary School" 336 90 246 0 0
"Mecklenburg County" "901 - Averett" 156 9 147 0 0
"Mecklenburg County" "902 - Buffalo Springs" 281 53 226 2 0
"Mecklenburg County" "903 - Clarksville" 859 197 660 2 0
"Middlesex County" "# Ab - Central Absentee Precinct" 295 206 86 3 0
"Middlesex County" "# Ev - Central Absentee Precinct" 1500 610 880 10 0
"Middlesex County" "# Pe - Central Absentee Precinct" 6 5 1 0 0
"Middlesex County" "## Provisional" 4 2 2 0 0
"Middlesex County" "101 - Saluda" 219 64 153 2 0
"Middlesex County" "102 - Urbanna" 486 150 334 2 0
"Middlesex County" "201 - New Market" 958 212 744 2 0
"Middlesex County" "302 - Church View" 686 224 444 18 0
"Middlesex County" "401- Harmony Village" 619 192 418 8 1
"Middlesex County" "501 - Wilton" 840 195 641 2 2
"Montgomery County" "# Ab - Central Absentee Precinct" 2796 2167 577 51 1
"Montgomery County" "# Ev - Central Absentee Precinct" 8662 4811 3775 73 3
"Montgomery County" "# Pe - Central Absentee Precinct" 109 85 18 6 0
"Montgomery County" "## Provisional" 48 36 10 1 1
"Montgomery County" "101 - Precinct A-1" 1183 536 630 16 1
"Montgomery County" "102 - Precinct A-2" 702 488 197 16 1
"Montgomery County" "103 - Precinct A-3" 1196 722 459 15 0
"Montgomery County" "201 - Precinct B-1" 171 63 106 2 0
"Montgomery County" "202 - Precinct B-2" 1204 432 753 18 1
"Montgomery County" "203 - Precinct B-3" 981 360 613 7 1
"Montgomery County" "204 - Precinct B-4" 1583 643 922 17 1
"Montgomery County" "301 - Precinct C-1" 1187 212 968 6 1
"Montgomery County" "302 - Precinct C-2" 1039 281 744 13 1
"Montgomery County" "303 - Precinct C-3" 518 109 404 5 0
"Montgomery County" "304 - Precinct C-4" 1068 290 763 15 0
"Montgomery County" "401 - Precinct D-1" 677 174 493 10 0
"Montgomery County" "402 - Precinct D-2" 1188 208 975 5 0
"Montgomery County" "403 - Precinct D-3" 965 159 799 5 2
"Montgomery County" "404 - Precinct D-4" 602 104 491 5 2
"Montgomery County" "405 - Precinct D-5" 1100 335 753 11 1
"Montgomery County" "501 - Precinct E-1" 1006 381 611 12 2
"Montgomery County" "502 - Precinct E-2" 885 262 617 6 0
"Montgomery County" "503 - Precinct E-3" 256 189 56 10 1
"Montgomery County" "601 - Precinct F-1" 923 565 347 10 1
"Montgomery County" "602 - Precinct F-2" 916 603 302 10 1
"Montgomery County" "603 - Precinct F-3" 98 40 52 6 0
"Montgomery County" "701 - Precinct G-1" 1191 728 447 16 0
"Montgomery County" "702 - Precinct G-2" 541 372 159 10 0
"Nelson County" "# Ab - Central Absentee Precinct" 542 402 131 9 0
"Nelson County" "# Ev - Central Absentee Precinct" 1852 1099 738 14 1
"Nelson County" "# Pe - Central Absentee Precinct" 22 13 7 2 0
"Nelson County" "## Provisional" 4 4 0 0 0
"Nelson County" "101 - Rockfish" 1211 512 683 13 3
"Nelson County" "201 - Lovingston" 542 158 380 3 1
"Nelson County" "202 - Schuyler" 395 126 263 5 1
"Nelson County" "301 - Shipman" 670 172 494 3 1
"Nelson County" "302 - Gladstone" 159 33 124 0 2
"Nelson County" "401 - Roseland" 834 185 644 5 0
"Nelson County" "402 - Montebello" 116 33 81 1 1
"Nelson County" "501 - Faber" 369 143 224 2 0
"Nelson County" "502 - Nellysford" 964 466 490 7 1
"New Kent County" "# Ab - Central Absentee Precinct" 723 480 236 6 1
"New Kent County" "# Ev - Central Absentee Precinct" 2293 797 1492 2 2
"New Kent County" "# Pe - Central Absentee Precinct" 15 6 8 1 0
"New Kent County" "## Provisional" 27 9 17 1 0
"New Kent County" "102 - Tunstall" 464 58 403 3 0
"New Kent County" "103 - Southern Branch" 1348 225 1117 6 0
"New Kent County" "201 - Quinton" 1230 364 862 3 1
"New Kent County" "202 - Kentwood" 865 168 693 3 1
"New Kent County" "301 - Watkins" 883 315 565 3 0
"New Kent County" "302 - Cumberland" 954 229 715 10 0
"New Kent County" "401 - Providence Forge" 1179 343 831 5 0
"New Kent County" "403 - Mountcastle" 491 120 366 4 1
"New Kent County" "501 - Eltham" 643 159 482 2 0
"New Kent County" "502 - Chickahominy River" 951 166 782 3 0
"Newport News City" "# Ab - Central Absentee Precinct" 35 19 15 1 0
"Newport News City" "# Ab - Central Absentee Precinct" 5139 4177 865 92 5
"Newport News City" "# Ev - Central Absentee Precinct" 79 55 24 0 0
"Newport News City" "# Ev - Central Absentee Precinct" 10955 7461 3426 61 7
"Newport News City" "# Pe - Central Absentee Precinct" 0 0 0 0 0
"Newport News City" "# Pe - Central Absentee Precinct" 149 118 26 5 0
"Newport News City" "## Provisional" 0 0 0 0 0
"Newport News City" "## Provisional" 113 72 41 0 0
"Newport News City" "101 - Denbigh" 1262 801 439 20 2
"Newport News City" "102 - Stoney Run" 1265 918 329 18 0
"Newport News City" "103 - Jenkins" 1243 637 590 13 3
"Newport News City" "104 - Mcintosh" 907 588 303 16 0
"Newport News City" "105 - Oyster Point" 298 153 141 4 0
"Newport News City" "106 - Reservoir" 1375 806 553 14 2
"Newport News City" "107 - Richneck" 1397 739 647 10 1
"Newport News City" "108 - Katherine Johnson" 1019 695 311 13 0
"Newport News City" "109 - Windsor" 777 408 356 13 0
"Newport News City" "110 - Greenwood" 1161 763 381 17 0
"Newport News City" "201 - Bland" 206 126 77 3 0
"Newport News City" "202 - Boulevard" 1119 440 666 10 3
"Newport News City" "203 - Charles" 1759 740 997 20 2
"Newport News City" "204 - Mariners' Museum" 568 261 301 6 0
"Newport News City" "205 - Deep Creek" 1513 503 1004 5 1
"Newport News City" "208 - Hidenwood" 860 316 541 2 1
"Newport News City" "209 - Hilton" 1132 532 593 7 0
"Newport News City" "210 - Knollwood Meadows" 1824 819 981 21 3
"Newport News City" "211 - Palmer" 88 55 29 3 1
"Newport News City" "211 - Palmer" 975 519 443 12 1
"Newport News City" "212 - Riverside" 813 311 499 3 0
"Newport News City" "213 - Sanford" 655 232 423 0 0
"Newport News City" "215 - Warwick" 617 291 319 6 1
"Newport News City" "216 - Yates" 770 303 458 7 2
"Newport News City" "217 - Riverview" 1077 403 666 6 2
"Newport News City" "218 - Kiln Creek" 45 21 24 0 0
"Newport News City" "218 - Kiln Creek" 1581 782 779 20 0
"Newport News City" "219 - Deer Park" 999 624 361 14 0
"Newport News City" "302 - Briarfield" 646 449 189 8 0
"Newport News City" "303 - Carver" 474 323 145 5 1
"Newport News City" "304 - Chestnut" 346 316 24 6 0
"Newport News City" "305 - Downtown" 238 180 54 4 0
"Newport News City" "306 - Dunbar" 72 65 4 3 0
"Newport News City" "307 - Huntington" 255 239 13 3 0
"Newport News City" "308 - Jefferson" 223 213 9 1 0
"Newport News City" "309 - Magruder" 340 313 18 7 2
"Newport News City" "310 - Marshall" 386 350 26 7 3
"Newport News City" "311 - Newmarket" 995 665 313 16 1
"Newport News City" "312 - Newsome Park" 129 117 8 3 1
"Newport News City" "313 - Reed" 555 507 44 4 0
"Newport News City" "314 - River" 541 278 257 5 1
"Newport News City" "315 - Sedgefield" 861 395 447 19 0
"Newport News City" "316 - South Morrison" 874 492 366 16 0
"Newport News City" "317 - Washington" 182 169 10 3 0
"Newport News City" "318 - Wilson" 399 339 53 7 0
"Newport News City" "319 - Saunders" 1265 599 659 7 0
"Newport News City" "320 - Watkins" 1720 702 994 22 2
"Norfolk City" "# Ab - Central Absentee Precinct" 2156 1681 441 31 3
"Norfolk City" "# Ab - Central Absentee Precinct" 5085 4419 577 85 4
"Norfolk City" "# Ev - Central Absentee Precinct" 4262 2552 1685 24 1
"Norfolk City" "# Ev - Central Absentee Precinct" 8182 6545 1564 66 7
"Norfolk City" "# Pe - Central Absentee Precinct" 116 86 23 7 0
"Norfolk City" "# Pe - Central Absentee Precinct" 201 162 27 12 0
"Norfolk City" "## Provisional" 43 30 11 2 0
"Norfolk City" "## Provisional" 140 120 18 2 0
"Norfolk City" "101 - Granby" 1141 706 424 10 1
"Norfolk City" "102 - Ocean View School" 531 229 297 5 0
"Norfolk City" "103 - Northside" 900 389 500 10 1
"Norfolk City" "104 - Titustown " 389 323 61 5 0
"Norfolk City" "104 - Titustown " 23 22 1 0 0
"Norfolk City" "106 - Second Presbyterian" 1040 573 453 13 1
"Norfolk City" "201 - Larchmont School" 948 558 379 10 1
"Norfolk City" "203 - Ghent Square" 526 347 176 3 0
"Norfolk City" "207 - Lambert's Point" 742 604 120 14 4
"Norfolk City" "208 - Larchmont Library" 782 403 374 5 0
"Norfolk City" "210 - Maury" 952 668 273 9 2
"Norfolk City" "211 - Chrysler Museum" 1200 729 459 10 2
"Norfolk City" "212 - Park Place" 587 500 66 19 2
"Norfolk City" "213 - Taylor Elementary School" 1209 886 306 15 2
"Norfolk City" "214 - Stuart" 1135 795 320 18 2
"Norfolk City" "215 - Suburban Park" 904 473 419 11 1
"Norfolk City" "217 - Wesley" 713 400 300 13 0
"Norfolk City" "218 - Willard" 1369 703 652 10 4
"Norfolk City" "301 - Ballentine" 709 565 131 12 1
"Norfolk City" "302 - Tanners Creek" 490 360 123 6 1
"Norfolk City" "303 - Broad Creek" 788 714 57 16 1
"Norfolk City" "304 - Coleman Place School" 463 347 107 8 1
"Norfolk City" "305 - Lafayette-Winona" 648 486 153 9 0
"Norfolk City" "306 - Lindenwood" 529 443 77 8 1
"Norfolk City" "309 - Norview" 1181 819 341 21 0
"Norfolk City" "310 - Rosemont" 1094 979 95 19 1
"Norfolk City" "311 - Sherwood" 1361 800 542 16 3
"Norfolk City" "313 - Union Chapel" 359 333 15 11 0
"Norfolk City" "402 - Berkley" 593 557 22 14 0
"Norfolk City" "404 - Campostella" 593 538 35 20 0
"Norfolk City" "405 - Chesterfield" 622 563 49 10 0
"Norfolk City" "406 - Barron Black" 685 342 336 7 0
"Norfolk City" "408 - Easton" 909 420 482 5 2
"Norfolk City" "409 - Fairlawn" 681 340 334 7 0
"Norfolk City" "411 - Ruffner Academy" 298 274 18 6 0
"Norfolk City" "412 - Ingleside" 744 591 136 16 1
"Norfolk City" "413 - Poplar Halls" 949 720 214 13 2
"Norfolk City" "414 - Young Park" 514 465 37 12 0
"Norfolk City" "415 - Lake Taylor High School" 684 367 302 15 0
"Norfolk City" "501 - Bayview" 1075 454 607 14 0
"Norfolk City" "503 - East Ocean View" 1153 510 630 12 1
"Norfolk City" "504 - Larrymore" 919 489 420 10 0
"Norfolk City" "505 - Little Creek" 758 313 434 9 2
"Norfolk City" "506 - Ocean View Center" 1021 558 445 16 2
"Norfolk City" "507 - Pretlow" 878 427 429 20 2
"Norfolk City" "509 - Tarrallton" 1128 384 730 14 0
"Norfolk City" "510 - Third Presbyterian" 1250 468 770 11 1
"Norfolk City" "511 - Crossroads" 1047 489 543 15 0
"Norfolk City" "512 - Azalea Gardens" 662 306 348 8 0
"Northampton County" "# Ab - Central Absentee Precinct" 509 369 136 4 0
"Northampton County" "# Ev - Central Absentee Precinct" 1725 940 778 7 0
"Northampton County" "# Pe - Central Absentee Precinct" 12 7 5 0 0
"Northampton County" "## Provisional" 4 3 1 0 0
"Northampton County" "101 - Precinct 1-1" 820 292 527 1 0
"Northampton County" "201 - Precinct 2-1" 496 264 226 5 1
"Northampton County" "301 - Precinct 3-1" 484 286 193 5 0
"Northampton County" "401 - Precinct 4-1" 563 192 366 4 1
"Northampton County" "501 - Precinct 5-1" 651 231 418 1 1
"Northumberland County" "# Ab - Central Absentee Precinct" 376 257 118 1 0
"Northumberland County" "# Ev - Central Absentee Precinct" 2301 985 1309 7 0
"Northumberland County" "# Pe - Central Absentee Precinct" 3 0 3 0 0
"Northumberland County" "## Provisional" 10 8 2 0 0
"Northumberland County" "101 - 1a" 613 157 452 4 0
"Northumberland County" "201 - 2a" 734 172 554 8 0
"Northumberland County" "301 - 3a" 465 267 192 6 0
"Northumberland County" "401 - 4a" 1034 259 769 6 0
"Northumberland County" "501 - 5a" 980 207 768 5 0
"Norton City" "# Ab - Central Absentee Precinct" 71 53 16 2 0
"Norton City" "# Ev - Central Absentee Precinct" 467 125 334 7 1
"Norton City" "# Pe - Central Absentee Precinct" 0 0 0 0 0
"Norton City" "## Provisional" 1 0 1 0 0
"Norton City" "1 - East Ward" 664 142 515 4 3
"Nottoway County" "# Ab - Central Absentee Precinct" 264 161 99 3 1
"Nottoway County" "# Ev - Central Absentee Precinct" 1672 667 998 7 0
"Nottoway County" "# Pe - Central Absentee Precinct" 7 6 1 0 0
"Nottoway County" "## Provisional" 0 0 0 0 0
"Nottoway County" "101 - Precinct 1-1" 428 101 325 2 0
"Nottoway County" "102 - Precinct 1-2" 327 82 245 0 0
"Nottoway County" "201 - Precinct 2-1" 520 142 373 4 1
"Nottoway County" "202 - Precinct 2-2" 250 45 205 0 0
"Nottoway County" "301 - Precinct 3-1" 323 154 167 2 0
"Nottoway County" "302 - Precinct 3-2" 251 60 191 0 0
"Nottoway County" "401 - Precinct 4-1" 274 183 90 1 0
"Nottoway County" "402 - Precinct 4-2" 461 84 376 1 0
"Nottoway County" "501 - Precinct 5-1" 639 207 427 4 1
"Orange County" "# Ab - Central Absentee Precinct" 1100 742 349 9 0
"Orange County" "# Ev - Central Absentee Precinct" 3077 1337 1726 12 2
"Orange County" "# Pe - Central Absentee Precinct" 51 38 11 2 0
"Orange County" "## Provisional" 21 11 9 1 0
"Orange County" "101 - One West" 1232 346 883 2 1
"Orange County" "102 - One East" 1124 361 760 3 0
"Orange County" "201 - Two West" 1145 191 948 5 1
"Orange County" "202 - Two East" 1120 200 915 5 0
"Orange County" "301 - Three West" 1076 368 702 6 0
"Orange County" "302 - Three East" 443 96 345 2 0
"Orange County" "401 - Four West" 1322 206 1113 2 1
"Orange County" "402 - Four East" 1350 438 898 13 1
"Orange County" "501 - Five South" 1441 473 958 9 1
"Orange County" "502 - Five North" 1608 544 1053 9 2
"Page County" "# Ab - Central Absentee Precinct" 556 324 225 7 0
"Page County" "# Ev - Central Absentee Precinct" 2050 794 1250 5 1
"Page County" "# Pe - Central Absentee Precinct" 5 3 2 0 0
"Page County" "## Provisional" 9 2 7 0 0
"Page County" "101 - West Luray" 1162 199 959 3 1
"Page County" "201 - East Luray" 1333 231 1097 5 0
"Page County" "301 - Marksville" 1645 170 1473 1 1
"Page County" "401 - Newport" 1241 113 1124 4 0
"Page County" "501 - Shenandoah" 1621 159 1457 3 2
"Patrick County" "# Ab - Central Absentee Precinct" 392 215 171 5 1
"Patrick County" "# Ev - Central Absentee Precinct" 1320 266 1050 2 2
"Patrick County" "# Pe - Central Absentee Precinct" 10 6 4 0 0
"Patrick County" "## Provisional" 2 2 0 0 0
"Patrick County" "101 - Ararat" 382 59 321 2 0
"Patrick County" "102 - Claudville" 363 47 316 0 0
"Patrick County" "103 - Willis Gap" 416 50 366 0 0
"Patrick County" "201 - Dry Pond" 225 24 201 0 0
"Patrick County" "202 - Patrick Springs" 531 66 461 3 1
"Patrick County" "203 - Russell Creek" 435 69 362 4 0
"Patrick County" "301 - Critz/Stella" 626 105 518 3 0
"Patrick County" "302 - Liberty" 429 39 387 2 1
"Patrick County" "401 - Meadows Of Dan" 526 101 422 3 0
"Patrick County" "402 - Stuart Fairgrounds" 427 60 365 2 0
"Patrick County" "501 - Stuart Community" 221 30 189 2 0
"Patrick County" "502 - Elamsville" 411 62 346 2 1
"Patrick County" "503 - Woolwine" 523 54 467 2 0
"Petersburg City" "# Ab - Central Absentee Precinct" 1364 1243 93 27 1
"Petersburg City" "# Ev - Central Absentee Precinct" 2692 2297 371 24 0
"Petersburg City" "# Pe - Central Absentee Precinct" 46 41 2 3 0
"Petersburg City" "## Provisional" 21 15 4 2 0
"Petersburg City" "101 - First Ward First Precinct" 513 413 90 10 0
"Petersburg City" "201 - Second Ward First Precinct" 949 839 91 18 1
"Petersburg City" "301 - Third Ward First Precinct" 995 738 238 18 1
"Petersburg City" "401 - Fourth Ward First Precinct" 622 460 150 12 0
"Petersburg City" "501 - Fifth Ward First Precinct" 547 477 56 13 1
"Petersburg City" "601 - Sixth Ward First Precinct" 465 425 33 7 0
"Petersburg City" "701 - Seventh Ward First Precinct" 730 643 79 7 1
"Pittsylvania County" "# Ab - Central Absentee Precinct" 1397 842 545 9 1
"Pittsylvania County" "# Ev - Central Absentee Precinct" 3791 994 2789 7 1
"Pittsylvania County" "# Pe - Central Absentee Precinct" 57 27 27 3 0
"Pittsylvania County" "## Provisional" 19 7 12 0 0
"Pittsylvania County" "103 - Twin Springs" 1712 222 1484 5 1
"Pittsylvania County" "105 - Chatham" 427 88 337 2 0
"Pittsylvania County" "106 - Tunstall" 707 109 594 3 1
"Pittsylvania County" "108 - West Blairs" 425 90 333 2 0
"Pittsylvania County" "201 - Callands" 685 101 582 2 0
"Pittsylvania County" "202- Bearskin" 184 49 135 0 0
"Pittsylvania County" "204 - Sandy Level" 471 80 391 0 0
"Pittsylvania County" "206 - Climax" 463 67 396 0 0
"Pittsylvania County" "207 - Gretna" 1121 198 918 4 1
"Pittsylvania County" "301 - Central" 404 207 193 4 0
"Pittsylvania County" "305 - Riceville" 472 217 253 2 0
"Pittsylvania County" "307 - East Blairs" 554 372 182 0 0
"Pittsylvania County" "308 - Mt Airy" 295 141 151 3 0
"Pittsylvania County" "309 - East Gretna" 332 126 203 2 1
"Pittsylvania County" "402 - Keeling" 688 76 609 3 0
"Pittsylvania County" "404 - Kentuck" 1263 202 1057 3 1
"Pittsylvania County" "405 - Ringgold" 1340 252 1087 1 0
"Pittsylvania County" "501 - Hurt" 1026 240 781 4 1
"Pittsylvania County" "502 - Motley Sycamore" 1157 232 920 3 2
"Pittsylvania County" "503 - Renan" 625 110 511 4 0
"Pittsylvania County" "603 - Stony Mill" 844 150 692 2 0
"Pittsylvania County" "604 - Swansonville" 667 153 512 1 1
"Pittsylvania County" "605 - Whitmell" 668 117 549 1 1
"Pittsylvania County" "606 - Brosville" 681 264 413 4 0
"Pittsylvania County" "607 - Dry Fork" 323 52 271 0 0
"Pittsylvania County" "702 - Bachelors Hall" 990 111 878 1 0
"Pittsylvania County" "703 - Ferry Road" 210 45 165 0 0
"Pittsylvania County" "704 - Mt Hermon" 1242 278 963 1 0
"Pittsylvania County" "705 - Mt Cross" 710 100 610 0 0
"Poquoson City" "# Ab - Central Absentee Precinct" 220 133 85 2 0
"Poquoson City" "# Ev - Central Absentee Precinct" 2229 619 1599 9 2
"Poquoson City" "# Pe - Central Absentee Precinct" 7 7 0 0 0
"Poquoson City" "## Provisional" 2 2 0 0 0
"Poquoson City" "1 - Central" 1158 178 972 7 1
"Poquoson City" "2 - Eastern" 1351 208 1134 8 1
"Poquoson City" "3 - Western" 1331 217 1107 6 1
"Portsmouth City" "# Ab - Central Absentee Precinct" 3391 2889 447 53 2
"Portsmouth City" "# Ev - Central Absentee Precinct" 4814 3753 1019 42 0
"Portsmouth City" "# Pe - Central Absentee Precinct" 119 88 29 2 0
"Portsmouth City" "## Provisional" 85 68 14 3 0
"Portsmouth City" "1 - Emanuel A. M. E. Church " 758 520 229 9 0
"Portsmouth City" "5 - Hampton Roads Community Health Center" 393 361 27 5 0
"Portsmouth City" "7- Park View Elementary School" 522 374 142 6 0
"Portsmouth City" "9 - Third Baptist Church" 635 507 119 8 1
"Portsmouth City" "10 - Port Norfolk Recreation Center" 429 238 186 5 0
"Portsmouth City" "11 - Joseph E. Parker Recreation Center" 408 388 16 4 0
"Portsmouth City" "13 - St. Mark Missionary Baptist Church" 216 195 19 2 0
"Portsmouth City" "14 - Brighton Elementary School" 492 453 31 7 1
"Portsmouth City" "16 - Cradock Middle School" 546 352 186 8 0
"Portsmouth City" "17 - Victory Life Fellowship" 674 396 266 12 0
"Portsmouth City" "19 - Victory Elementary School" 413 191 215 7 0
"Portsmouth City" "20 - Noble Street Baptist Church" 651 460 177 13 1
"Portsmouth City" "21 - John F. Kennedy Community Center" 352 336 13 3 0
"Portsmouth City" "22 - St. Mark Deliverance Center" 637 295 333 8 1
"Portsmouth City" "23 - Westhaven Baptist Church" 718 221 492 4 1
"Portsmouth City" "24 - The Senior Station" 529 287 236 6 0
"Portsmouth City" "25 - Waterview Elementary School" 847 404 432 10 1
"Portsmouth City" "26 - William E. Waters Middle School" 631 599 25 7 0
"Portsmouth City" "27 - Cavalier Manor Recreation Center" 577 536 33 8 0
"Portsmouth City" "28 - Lakeview Elementary School" 860 803 41 14 2
"Portsmouth City" "29 - Manor High School" 573 145 424 4 0
"Portsmouth City" "30 - The Rescue Church" 724 186 535 3 0
"Portsmouth City" "31 - West Park Church Of Christ " 964 482 468 14 0
"Portsmouth City" "32 - Hodges Manor Elementary School " 688 245 439 4 0
"Portsmouth City" "33- Pinecrest Baptist Church" 680 170 507 2 1
"Portsmouth City" "34- Churchland Branch Library" 817 296 512 7 2
"Portsmouth City" "35 - Churchland Elementary School" 957 375 566 15 1
"Portsmouth City" "36 - Churchland High School" 1466 689 763 10 4
"Portsmouth City" "37 - Churchland Middle School" 1110 653 443 14 0
"Portsmouth City" "38 - Grove Baptist Church" 946 748 183 15 0
"Portsmouth City" "39 - Churchland Primary And Intermediate School" 1211 810 379 21 1
"Powhatan County" "# Ab - Central Absentee Precinct" 732 448 280 2 2
"Powhatan County" "# Ev - Central Absentee Precinct" 4942 1273 3658 10 1
"Powhatan County" "# Pe - Central Absentee Precinct" 13 7 6 0 0
"Powhatan County" "## Provisional" 7 5 2 0 0
"Powhatan County" "101 - Subletts" 1097 218 875 3 1
"Powhatan County" "102 - Manakin" 890 210 677 1 2
"Powhatan County" "103 - Flat Rock" 696 122 570 4 0
"Powhatan County" "201 - Powhatan Station" 976 133 840 3 0
"Powhatan County" "202 - Graceland" 1312 214 1090 8 0
"Powhatan County" "301 - Bethesda" 876 178 694 2 2
"Powhatan County" "302 - Lee's Landing" 979 196 780 3 0
"Powhatan County" "401 - Powhatan Courthouse" 1287 163 1115 8 1
"Powhatan County" "402 - Mt Zion " 606 97 508 1 0
"Powhatan County" "501 - Smith Cross Roads" 836 218 611 6 1
"Powhatan County" "502 - Pineville" 607 175 428 4 0
"Powhatan County" "503 - Tobaccoville" 515 64 448 3 0
"Prince Edward County" "# Ab - Central Absentee Precinct" 617 440 171 6 0
"Prince Edward County" "# Ev - Central Absentee Precinct" 1446 709 730 7 0
"Prince Edward County" "# Pe - Central Absentee Precinct" 12 7 5 0 0
"Prince Edward County" "## Provisional" 10 9 1 0 0
"Prince Edward County" "101 - Farmville" 583 267 312 4 0
"Prince Edward County" "201 - Lockett" 807 278 526 2 1
"Prince Edward County" "301 - Leigh" 513 195 317 1 0
"Prince Edward County" "302 - Mt Pleasant" 309 144 163 0 2
"Prince Edward County" "401 - Hampden" 596 221 371 4 0
"Prince Edward County" "501 - Darlington Hts" 479 134 345 0 0
"Prince Edward County" "502 - Buffalo Hts" 229 75 154 0 0
"Prince Edward County" "601 - Prospect" 791 337 450 4 0
"Prince Edward County" "701 - West End" 501 242 255 4 0
"Prince Edward County" "801 - Center" 232 152 76 4 0
"Prince George County" "# Ab - Central Absentee Precinct" 701 459 230 11 1
"Prince George County" "# Ev - Central Absentee Precinct" 4023 1499 2504 16 4
"Prince George County" "# Pe - Central Absentee Precinct" 42 15 22 5 0
"Prince George County" "## Provisional" 0 0 0 0 0
"Prince George County" "101 - Richard Bland" 612 167 442 1 2
"Prince George County" "102 - Templeton" 1672 283 1382 7 0
"Prince George County" "103 - Union Branch" 999 331 661 5 2
"Prince George County" "104 - Rives" 589 263 321 5 0
"Prince George County" "105 - Harrison" 410 51 358 1 0
"Prince George County" "201 - Bland" 1078 301 771 5 1
"Prince George County" "202 - Black Water" 974 263 700 10 1
"Prince George County" "203 - Brandon" 458 102 353 3 0
"Prince George County" "204 - Courts Bldg" 998 445 544 8 1
"Prince George County" "205 - Jefferson Park" 666 398 260 7 1
"Prince William County" "# Ab - Central Absentee Precinct" 7137 5155 1884 90 8
"Prince William County" "# Ab - Central Absentee Precinct" 3364 2320 1009 28 7
"Prince William County" "# Ab - Central Absentee Precinct" 6788 5375 1314 93 6
"Prince William County" "# Ev - Central Absentee Precinct" 17451 9746 7638 64 3
"Prince William County" "# Ev - Central Absentee Precinct" 11888 5809 6045 28 6
"Prince William County" "# Ev - Central Absentee Precinct" 13422 9780 3578 60 4
"Prince William County" "# Pe - Central Absentee Precinct" 360 251 96 13 0
"Prince William County" "# Pe - Central Absentee Precinct" 127 79 43 5 0
"Prince William County" "# Pe - Central Absentee Precinct" 310 237 63 10 0
"Prince William County" "## Provisional" 171 118 51 2 0
"Prince William County" "## Provisional" 46 27 19 0 0
"Prince William County" "## Provisional" 162 131 31 0 0
"Prince William County" "101 - Brentsville" 1315 294 1016 5 0
"Prince William County" "102 - Cedar Point" 1689 777 900 11 1
"Prince William County" "103 - Glenkirk" 1222 549 665 7 1
"Prince William County" "104 - Nokesville" 1443 455 983 5 0
"Prince William County" "105 - Limestone" 1635 734 894 7 0
"Prince William County" "106 - Westgate" 602 351 247 4 0
"Prince William County" "107 - Marsteller" 1640 789 840 11 0
"Prince William County" "108 - Victory" 1816 954 845 17 0
"Prince William County" "109 - Chris Yung" 1400 693 695 8 4
"Prince William County" "110 - Buckland Mills" 319 133 186 0 0
"Prince William County" "110 - Buckland Mills" 632 306 321 4 1
"Prince William County" "111 - Bristow Run" 709 325 379 4 1
"Prince William County" "112 - Burke-Nickens" 120 61 57 2 0
"Prince William County" "112 - Burke-Nickens" 1333 624 700 7 2
"Prince William County" "114 - Piney Branch" 1119 497 616 6 0
"Prince William County" "201 - Saunders" 948 559 376 10 3
"Prince William County" "202 - Marshall" 1278 520 751 7 0
"Prince William County" "203 - Bennett" 1210 509 689 11 1
"Prince William County" "204 - Ellis" 852 399 450 2 1
"Prince William County" "205 - Buckhall" 1324 596 721 6 1
"Prince William County" "206 - Coles" 1031 371 655 5 0
"Prince William County" "207 - Spriggs" 1367 735 617 14 1
"Prince William County" "208 - Hylton" 993 358 630 3 2
"Prince William County" "209 - Independent Hill" 927 263 656 7 1
"Prince William County" "210 - Penn" 1027 385 635 7 0
"Prince William County" "210 - Penn" 104 66 38 0 0
"Prince William County" "211 - Signal Hill" 1176 528 635 12 1
"Prince William County" "212 - Yorkshire" 1240 663 563 12 2
"Prince William County" "213 - Saratoga" 668 410 248 8 2
"Prince William County" "214 - Lucasville" 815 276 531 7 1
"Prince William County" "215 - Rosa Parks" 962 585 366 10 1
"Prince William County" "301 - Dumfries" 609 395 206 8 0
"Prince William County" "302 - Potomac" 806 618 174 13 1
"Prince William County" "303 - Graham Park" 527 353 170 4 0
"Prince William County" "304 - Quantico" 136 49 85 2 0
"Prince William County" "305 - Pattie" 1077 553 520 3 1
"Prince William County" "306 - Washington-Reid" 997 517 465 15 0
"Prince William County" "307 - Henderson" 1017 508 504 4 1
"Prince William County" "308 - Montclair" 755 376 365 12 2
"Prince William County" "309 - Ashland " 954 476 468 8 2
"Prince William County" "310 - Forest Park" 844 521 318 5 0
"Prince William County" "311 - Swans Creek" 1931 1335 574 22 0
"Prince William County" "312 - Triangle " 204 146 56 2 0
