DIST COUNTY AREA TOTAL DEM REP CPF REF GRE LPF PSL OverVotes UnderVotes WriteinVotes
NA Broward G008 0 1932 540 0 1 4 3 3 13 4 2
NA Broward G009 0 565 135 0 1 2 2 0 4 1 1
NA Broward G010 0 1011 782 0 0 1 11 1 4 3 5
NA Broward G011 0 1455 802 0 0 1 5 1 8 2 5
NA Broward G012 0 982 520 0 4 1 4 3 6 3 2
NA Broward G013 0 625 148 0 0 0 1 0 5 5 0
NA Broward G014 0 1212 621 0 2 3 5 1 5 11 4
NA Broward G015 0 1032 596 0 0 3 3 2 11 5 4
NA Broward G016 0 1919 956 0 2 2 16 3 8 8 2
NA Broward H001 0 1795 294 1 1 4 5 1 10 5 3
NA Broward H002 0 728 89 0 0 0 2 0 6 0 2
NA Broward H003 0 2252 314 0 2 6 10 1 15 10 10
NA Broward H004 0 860 183 0 0 1 3 1 4 6 2
NA Broward H005 0 1996 289 1 0 2 7 3 10 2 0
NA Broward H006 0 1170 283 1 1 4 5 0 8 6 4
NA Broward H007 0 1438 276 1 2 2 7 0 9 4 5
NA Broward H008 0 1164 192 0 2 4 1 0 6 4 3
NA Broward H009 0 678 112 0 0 1 3 0 1 3 3
NA Broward H010 0 190 49 0 1 1 0 1 0 0 0
NA Broward H011 0 1625 483 0 1 3 6 2 6 7 2
NA Broward J001 0 970 364 0 0 1 1 0 2 4 2
NA Broward J002 0 940 510 2 3 0 7 1 1 3 5
NA Broward J003 0 938 540 0 0 1 2 2 8 1 3
NA Broward J004 0 1276 475 1 0 5 4 0 5 2 1
NA Broward J005 0 1065 425 0 2 6 10 1 8 5 1
NA Broward J006 0 383 210 0 0 1 1 0 3 5 0
NA Broward J007 0 1341 348 1 0 0 3 1 5 8 3
NA Broward J008 0 270 116 1 0 0 0 0 4 2 0
NA Broward J009 0 938 419 0 0 1 1 4 4 4 1
NA Broward J010 0 923 417 1 0 0 7 0 5 2 4
NA Broward J011 0 1842 740 0 2 3 9 0 10 5 2
NA Broward J012 0 2784 1056 0 1 4 5 1 17 13 8
NA Broward J013 0 1313 428 0 1 6 1 3 15 5 4
NA Broward J014 0 1099 470 0 0 0 4 0 10 2 4
NA Broward J015 0 1057 447 0 1 5 2 0 1 6 0
NA Broward J016 0 437 165 0 0 2 2 1 1 2 1
NA Broward J017 0 1210 248 1 0 4 6 0 4 6 3
NA Broward J018 0 1258 488 0 0 1 8 2 5 5 4
NA Broward J019 0 2191 925 2 3 2 5 1 2 9 8
NA Broward J020 0 1068 279 0 3 0 3 0 6 5 6
NA Broward J021 0 1360 682 0 1 1 8 1 3 3 4
NA Broward J022 0 1253 470 0 0 0 1 0 7 5 1
NA Broward J023 0 817 438 0 2 0 9 0 0 3 2
NA Broward J024 0 699 253 0 0 0 1 0 7 5 1
NA Broward K001 0 1002 79 0 0 1 0 0 0 2 0
NA Broward K002 0 1170 101 0 0 0 4 2 7 4 2
NA Broward K003 0 2074 137 0 0 1 2 1 4 4 2
NA Broward K004 0 1460 103 0 1 3 3 0 12 6 1
NA Broward K005 0 1083 74 1 0 1 2 0 2 5 1
NA Broward K006 0 1279 92 0 2 3 6 0 8 7 2
NA Broward K007 0 1326 75 1 1 0 3 0 5 5 1
NA Broward K008 0 1123 121 0 0 0 3 1 6 1 0
NA Broward K009 0 1247 177 0 0 0 1 1 5 5 2
NA Broward K010 0 454 60 0 0 0 2 0 5 0 2
NA Broward K011 0 1222 141 1 1 1 3 0 6 6 3
NA Broward L001 0 3104 765 1 0 6 20 2 13 7 9
NA Broward L002 0 916 50 1 0 0 4 3 7 4 3
NA Broward L003 0 879 95 0 0 0 0 1 1 5 0
NA Broward L004 0 3564 191 4 1 7 16 3 13 10 7
NA Broward L005 0 1188 88 0 1 2 3 0 6 3 2
NA Broward L006 0 2393 185 1 2 1 2 0 10 9 4
NA Broward L007 0 833 123 1 0 2 3 0 2 2 2
NA Broward L008 0 1510 87 2 0 2 2 1 6 5 3
NA Broward L009 0 1392 303 1 1 2 0 0 9 4 3
NA Broward L010 0 3094 560 0 2 4 8 2 15 7 4
NA Broward L011 0 882 98 0 1 3 3 0 5 2 2
NA Broward L012 0 938 80 0 1 3 3 2 4 2 6
NA Broward L013 0 2434 521 0 0 3 2 0 4 14 3
NA Broward L014 0 881 33 1 0 0 2 1 6 1 1
NA Broward L015 0 672 27 0 0 2 1 0 1 1 0
NA Broward L016 0 1126 45 0 1 0 1 1 7 3 5
NA Broward L017 0 711 40 0 0 0 2 0 2 5 3
NA Broward L018 0 1102 62 0 0 3 3 2 4 3 2
NA Broward L019 0 442 27 0 0 0 1 0 1 1 0
NA Broward M001 0 1082 682 0 1 4 9 1 1 5 0
NA Broward M002 0 1871 251 0 0 3 15 0 12 7 4
NA Broward M003 0 2137 261 0 1 4 7 1 19 3 7
NA Broward M004 0 998 152 0 0 1 3 1 7 2 4
NA Broward M005 0 1068 317 0 0 4 2 1 5 3 0
NA Broward M006 0 574 259 1 0 2 2 0 1 0 2
NA Broward M007 0 619 262 0 0 0 1 3 2 0 3
NA Broward M008 0 959 383 0 1 1 4 1 2 9 1
NA Broward M009 0 1303 478 0 1 0 8 0 4 2 4
NA Broward M010 0 591 313 0 0 0 1 0 2 2 2
NA Broward M011 0 588 239 0 1 1 1 0 3 0 1
NA Broward M012 0 1218 756 1 3 6 8 2 2 4 4
NA Broward M013 0 953 270 0 1 4 6 0 5 5 5
NA Broward M014 0 1137 697 1 3 2 5 0 5 7 2
NA Broward M015 0 1264 529 0 0 1 3 1 5 5 7
NA Broward M016 0 355 185 0 0 1 0 0 4 4 1
NA Broward M017 0 527 258 0 0 1 1 0 7 1 0
NA Broward M018 0 601 253 0 0 0 2 0 3 2 1
NA Broward M019 0 743 346 0 3 2 6 0 1 3 2
NA Broward M020 0 1723 647 1 2 3 10 0 4 14 3
NA Broward M021 0 699 304 0 1 3 2 0 6 6 1
NA Broward M022 0 1618 961 1 0 4 9 0 3 3 4
NA Broward M023 0 1341 615 0 1 1 4 0 9 2 0
NA Broward M024 0 890 347 0 0 2 6 0 3 5 1
NA Broward M025 0 1541 1248 0 3 4 19 1 6 3 9
NA Broward M026 0 1419 513 2 4 5 9 2 0 4 4
NA Broward M027 0 495 303 0 0 0 1 0 2 1 3
NA Broward M028 0 1210 385 0 1 3 8 1 5 7 5
NA Broward M029 0 906 646 0 0 3 7 0 1 2 5
NA Broward M030 0 1999 1216 3 2 3 15 3 5 6 11
NA Broward M031 0 623 110 0 1 4 1 0 4 0 3
NA Broward M032 0 825 228 1 0 2 0 1 2 7 1
NA Broward N001 0 1411 262 0 0 4 5 1 2 3 5
NA Broward N002 0 1386 187 0 0 0 3 2 3 5 4
NA Broward N003 0 628 422 0 0 1 5 1 2 3 5
NA Broward N004 0 1365 948 1 0 2 10 1 4 9 7
NA Broward N005 0 402 265 0 0 0 2 1 4 2 1
NA Broward N006 0 794 944 1 0 0 4 1 1 3 2
NA Broward N007 0 874 648 0 0 5 5 1 8 4 7
NA Broward N008 0 1595 986 1 3 2 11 0 3 5 6
NA Broward N009 0 684 322 0 0 1 5 0 2 6 0
NA Broward N010 0 791 586 0 0 1 8 1 2 6 5
NA Broward N011 0 592 629 0 0 1 9 2 1 7 4
NA Broward N012 0 1001 417 0 0 2 2 0 0 4 4
NA Broward N013 0 739 393 0 1 1 2 1 0 2 2
NA Broward N014 0 1595 573 2 0 6 9 2 5 9 7
NA Broward N015 0 2072 1085 1 0 1 10 0 9 7 6
NA Broward N016 0 828 746 1 2 1 6 2 2 6 4
NA Broward N017 0 1105 524 0 1 1 4 2 2 2 5
NA Broward N018 0 1341 642 0 2 4 4 0 3 5 8
NA Broward N019 0 684 397 0 0 0 4 0 1 1 8
NA Broward N020 0 1018 731 0 0 1 7 1 3 6 1
NA Broward N021 0 897 771 0 0 3 4 0 1 4 7
NA Broward N022 0 2066 1134 1 2 1 9 3 6 12 11
NA Broward N023 0 1472 838 1 2 6 6 1 2 8 4
NA Broward N024 0 990 660 0 2 1 4 0 0 7 6
NA Broward N025 0 1798 948 1 1 4 7 2 6 4 12
NA Broward N026 0 1353 551 0 0 4 7 0 1 6 8
NA Broward N027 0 239 213 1 0 0 1 0 5 2 1
NA Broward N028 0 824 762 1 0 1 2 0 0 4 2
NA Broward N029 0 1478 938 1 2 2 10 1 6 4 5
NA Broward P001 0 1121 243 0 0 0 2 1 0 0 2
NA Broward P002 0 997 209 1 0 2 2 0 1 0 1
NA Broward P003 0 1477 410 0 0 2 4 1 3 2 4
NA Broward P004 0 978 237 0 1 4 3 0 2 2 2
NA Broward P005 0 692 301 0 0 2 4 0 2 4 0
NA Broward P006 0 724 229 0 0 0 4 1 0 3 0
NA Broward Q010 0 576 797 0 0 0 6 0 2 6 3
NA Broward Q020 0 142 251 0 0 0 2 0 1 1 2
NA Broward Q030 0 1063 1285 1 0 3 10 0 3 9 7
NA Broward Q031 0 886 1140 1 0 4 6 0 5 10 4
NA Broward Q040 0 1611 1399 1 1 5 10 0 0 11 4
NA Broward Q041 0 1773 1512 1 2 4 4 1 6 6 9
NA Broward Q042 0 636 585 1 0 1 4 1 0 5 2
NA Broward Q043 0 855 1009 0 2 2 11 0 1 6 3
NA Broward Q044 0 5238 4092 2 2 5 40 2 9 28 22
NA Broward Q045 0 732 666 0 0 1 5 0 1 9 7
NA Broward Q050 0 1196 126 0 0 1 4 3 5 7 3
NA Broward Q051 0 329 196 0 0 2 1 0 2 3 0
NA Broward Q060 0 2177 1336 0 1 2 11 2 7 4 4
NA Broward Q061 0 2302 1528 0 0 11 15 1 2 9 12
NA Broward Q062 0 1572 1118 0 3 12 11 2 4 6 9
NA Broward Q063 0 616 598 0 1 1 4 1 0 6 3
NA Broward Q064 0 1024 832 0 0 0 8 1 1 9 4
NA Broward Q065 0 3198 2065 1 2 9 17 3 11 9 17
NA Broward Q066 0 972 873 0 1 0 4 1 2 7 6
NA Broward Q067 0 1351 993 1 0 1 10 0 1 7 5
NA Broward Q068 0 1238 914 0 1 2 7 0 4 7 2
NA Broward Q069 0 1163 738 0 3 1 7 1 0 5 6
NA Broward Q070 0 2119 1283 3 4 6 9 1 3 8 5
NA Broward Q071 0 1393 1079 1 2 0 6 1 1 9 5
NA Broward Q072 0 1193 879 0 1 3 7 1 2 1 5
NA Broward Q080 0 1714 594 0 2 4 4 1 10 13 5
NA Broward Q081 0 994 343 0 2 3 2 1 6 8 6
NA Broward Q082 0 1284 123 0 0 1 2 3 6 2 2
NA Broward Q083 0 1451 93 0 0 3 6 1 4 4 4
NA Broward Q090 0 542 845 0 0 2 6 0 1 4 1
NA Broward Q091 0 1241 2328 3 3 1 18 1 4 8 4
NA Broward R001 0 940 1084 0 0 3 6 0 1 2 7
NA Broward R002 0 1181 1076 0 0 4 10 0 3 4 3
NA Broward R003 0 521 638 0 2 0 4 1 1 1 2
NA Broward R004 0 798 894 0 2 0 4 0 3 8 4
NA Broward R005 0 478 489 0 0 0 1 0 2 4 4
NA Broward R006 0 470 397 0 0 1 4 1 1 4 0
NA Broward R007 0 549 596 0 0 2 8 0 1 2 1
NA Broward R008 0 593 573 1 1 1 4 0 2 4 1
NA Broward R009 0 809 690 0 0 0 3 0 1 3 1
NA Broward R010 0 545 530 0 1 0 3 0 2 2 2
NA Broward R011 0 670 634 2 0 3 3 0 1 2 5
NA Broward R012 0 770 636 0 0 1 0 1 2 9 3
NA Broward R013 0 1617 1723 1 1 2 8 0 5 7 4
NA Broward R014 0 806 554 0 0 0 2 0 0 3 0
NA Broward R015 0 1508 1433 0 2 6 8 0 1 11 8
NA Broward R016 0 1071 498 1 0 2 6 0 2 3 4
NA Broward R017 0 309 139 0 1 0 0 0 0 0 1
NA Broward R018 0 1396 591 0 2 3 10 1 1 2 4
NA Broward R019 0 803 452 3 0 2 6 0 2 2 1
NA Broward R020 0 571 290 0 0 0 3 0 0 2 3
NA Broward R021 0 1227 296 0 0 3 5 1 3 2 2
NA Broward R022 0 895 197 0 0 2 6 0 5 2 4
NA Broward R023 0 989 49 0 1 1 2 0 5 4 4
NA Broward R024 0 771 53 0 0 2 0 0 9 3 3
NA Broward R025 0 1480 95 0 1 1 3 0 4 5 3
NA Broward R026 0 1223 65 1 0 2 4 0 1 10 2
NA Broward R027 0 1132 206 0 1 3 5 0 6 3 4
NA Broward R028 0 1310 50 0 0 2 1 1 1 10 3
NA Broward R029 0 829 45 0 0 3 3 1 2 3 1
NA Broward R030 0 1473 69 0 0 2 5 2 11 5 4
NA Broward R031 0 1080 281 0 0 3 4 1 5 4 5
NA Broward R032 0 2429 1717 0 1 0 15 1 4 8 11
NA Broward R033 0 1252 244 0 0 1 6 2 4 6 2
NA Broward R034 0 1708 905 0 0 3 9 1 1 3 7
NA Broward R035 0 717 548 0 1 0 6 1 1 4 6
NA Broward R036 0 570 660 0 0 2 4 1 2 4 0
NA Broward R037 0 558 643 0 0 1 2 2 2 5 5
NA Broward R038 0 171 301 0 0 2 1 0 0 0 1
NA Broward R039 0 807 902 1 0 0 4 0 3 6 5
NA Broward R040 0 1585 1845 1 1 4 15 1 3 12 6
NA Broward R041 0 828 372 0 0 2 6 0 1 4 4
NA Broward R042 0 415 320 1 0 2 5 0 0 1 1
NA Broward R043 0 1003 815 0 0 2 8 0 0 4 4
NA Broward R044 0 141 93 0 0 0 0 0 0 0 1
NA Broward R045 0 761 487 1 1 0 6 0 2 4 2
NA Broward R046 0 1260 1027 1 0 3 11 0 1 12 2
NA Broward R047 0 880 665 1 0 5 3 1 1 2 1
NA Broward R048 0 700 532 0 0 2 6 0 3 4 0
NA Broward R049 0 776 676 0 2 2 4 0 7 3 1
NA Broward R050 0 1129 185 1 0 1 4 1 5 3 0
NA Broward R051 0 853 42 0 0 2 1 1 5 0 1
NA Broward R052 0 588 272 0 2 3 4 1 2 2 3
NA Broward R053 0 1043 894 0 1 9 13 2 2 4 3
NA Broward R054 0 518 357 0 3 3 4 0 2 3 0
NA Broward R055 0 453 471 0 0 0 2 0 2 3 2
NA Broward R056 0 603 58 0 0 1 0 1 3 1 3
NA Broward R057 0 654 126 1 0 2 3 0 1 1 1
NA Broward R058 0 601 368 0 0 3 6 3 3 0 2
NA Broward R059 0 562 404 0 1 0 4 0 1 4 3
NA Broward R060 0 1211 625 0 0 2 7 1 1 1 5
NA Broward R061 0 423 342 0 1 3 5 0 1 2 2
NA Broward R062 0 533 35 1 1 1 0 0 1 4 1
NA Broward R063 0 3305 326 3 0 2 7 3 11 11 12
NA Broward R064 0 624 158 1 0 2 1 3 4 0 5
NA Broward R065 0 273 227 0 0 0 0 0 0 1 1
NA Broward R066 0 366 327 1 0 0 0 0 0 2 2
NA Broward R067 0 629 480 1 0 1 7 0 7 2 3
NA Broward R068 0 479 509 1 0 1 2 0 2 2 0
NA Broward R069 0 1513 71 1 3 2 1 0 4 6 4
NA Broward S001 0 1084 377 0 1 6 2 2 4 6 0
NA Broward S002 0 1078 122 0 3 2 3 1 7 5 4
NA Broward S003 0 1194 751 0 1 4 7 3 6 6 6
NA Broward S004 0 1236 1019 0 4 8 5 2 5 7 8
NA Broward S005 0 722 717 2 0 3 8 0 4 6 4
NA Broward S006 0 593 405 0 0 1 5 1 0 4 2
NA Broward S007 0 554 518 0 0 0 6 0 2 4 1
NA Broward S008 0 1157 844 0 0 3 7 0 4 4 5
NA Broward S009 0 632 653 0 0 2 8 3 1 2 4
NA Broward T001 0 995 689 1 0 7 7 2 3 5 2
NA Broward T002 0 890 510 2 0 2 8 2 4 3 4
NA Broward T003 0 1876 1390 2 4 4 16 1 7 9 5
NA Broward T004 0 881 413 0 0 3 9 0 2 5 3
NA Broward T005 0 477 232 1 1 1 5 0 0 2 2
NA Broward T006 0 318 322 0 0 0 0 0 0 4 1
NA Broward T007 0 616 745 1 3 3 7 0 1 0 2
NA Broward T008 0 1048 820 0 3 3 9 1 0 4 3
NA Broward T009 0 1814 899 0 2 5 6 4 9 8 11
NA Broward T010 0 1599 1326 0 2 4 12 1 1 10 6
NA Broward T011 0 844 685 1 0 1 7 0 4 2 3
NA Broward T012 0 634 449 0 1 2 3 0 4 1 1
NA Broward T013 0 509 484 0 1 0 2 0 2 2 3
NA Broward T014 0 1083 836 2 1 1 9 0 5 10 1
NA Broward T015 0 954 861 2 0 4 9 0 1 7 4
NA Broward T016 0 165 83 0 0 0 3 0 0 1 0
NA Broward T017 0 723 650 0 1 2 9 0 0 4 7
NA Broward T018 0 2700 3190 0 5 4 21 0 4 14 13
NA Broward T019 0 615 605 0 0 4 9 4 0 7 1
NA Broward T020 0 877 826 0 1 1 7 0 1 5 6
NA Broward T021 0 747 833 1 0 0 3 0 0 5 6
NA Broward T022 0 310 298 0 0 1 0 0 1 1 0
NA Broward T023 0 1165 618 0 1 1 14 1 1 3 6
NA Broward T024 0 596 579 0 1 0 4 0 2 2 0
NA Broward T025 0 1013 772 0 1 2 9 3 2 6 0
NA Broward T026 0 1142 968 0 0 1 9 1 3 6 2
NA Broward T027 0 412 450 0 0 1 3 0 1 0 2
NA Broward T028 0 2177 1440 1 1 7 17 1 5 15 8
NA Broward T029 0 1065 814 0 1 2 7 2 7 6 3
NA Broward T030 0 226 286 0 0 1 0 0 0 2 1
NA Broward U001 0 519 496 0 3 1 10 0 0 3 3
NA Broward U002 0 627 622 1 0 3 4 2 1 6 3
NA Broward U003 0 1205 1231 1 1 0 8 1 3 8 3
NA Broward U004 0 1739 1743 2 1 3 15 0 0 6 3
NA Broward U005 0 853 609 0 2 2 1 1 1 5 6
NA Broward U006 0 2071 1111 0 2 0 9 0 7 7 7
NA Broward U007 0 865 879 0 1 0 4 0 2 5 4
NA Broward U008 0 388 334 1 0 0 1 0 1 0 1
NA Broward U009 0 479 369 0 0 0 5 0 0 0 2
NA Broward U010 0 1047 677 2 0 3 8 0 0 0 4
NA Broward U011 0 1563 1049 1 1 3 4 1 5 3 8
NA Broward V001 0 440 593 0 0 1 3 0 0 2 3
NA Broward V002 0 1574 1901 1 1 2 12 1 8 5 4
NA Broward V003 0 866 492 1 0 4 4 0 6 1 1
NA Broward V004 0 633 341 0 0 5 4 0 5 2 5
NA Broward V005 0 533 439 0 0 1 4 0 0 3 2
NA Broward V006 0 599 343 1 0 3 3 0 0 5 2
NA Broward V007 0 1138 705 2 0 1 7 0 6 3 0
NA Broward V008 0 656 63 0 0 1 3 0 11 6 3
NA Broward V009 0 1015 388 0 0 5 13 0 3 7 3
NA Broward V010 0 387 172 0 0 3 0 0 0 0 1
NA Broward V011 0 1121 183 1 1 2 1 2 6 4 4
NA Broward V012 0 1486 707 0 2 3 15 0 10 6 1
NA Broward V013 0 653 271 0 0 3 4 0 5 3 3
NA Broward V014 0 672 504 0 1 1 7 1 5 2 2
NA Broward V015 0 676 408 0 0 0 2 0 7 6 0
NA Broward V016 0 919 650 1 2 8 5 2 1 2 4
NA Broward V017 0 371 156 0 1 3 3 1 2 1 1
NA Broward V018 0 2064 636 1 1 4 10 5 15 2 9
NA Broward V019 0 888 200 0 1 4 11 1 8 2 3
NA Broward V020 0 515 222 0 1 2 1 0 2 3 0
NA Broward V021 0 808 613 0 3 1 4 2 0 5 6
NA Broward V022 0 797 557 1 4 5 6 2 1 3 2
NA Broward V023 0 394 264 0 0 1 2 0 1 1 4
NA Broward V024 0 1135 648 1 2 1 4 0 2 4 2
NA Broward V025 0 491 657 0 0 0 3 0 1 8 3
NA Broward V026 0 581 374 1 0 0 5 1 5 3 2
NA Broward V027 0 371 279 1 0 1 3 0 0 0 5
NA Broward V028 0 521 353 1 1 1 0 0 3 2 0
NA Broward V029 0 251 200 0 0 0 3 0 2 1 1
NA Broward V030 0 734 576 1 0 0 5 0 1 4 4
NA Broward V031 0 589 461 0 0 3 3 1 6 1 1
NA Broward V032 0 938 478 0 1 2 5 1 5 3 4
NA Broward V033 0 712 450 1 0 2 2 1 1 5 1
NA Broward V034 0 1338 753 1 0 3 5 0 6 3 3
NA Broward V035 0 439 272 0 0 0 4 1 1 4 2
NA Broward V036 0 378 191 0 1 0 1 2 5 2 0
NA Broward V037 0 567 225 1 0 0 2 1 3 1 3
NA Broward V038 0 794 345 0 0 6 5 2 4 4 8
NA Broward V039 0 621 397 0 1 4 4 1 4 3 0
NA Broward V040 0 723 501 1 1 1 6 0 1 3 3
NA Broward V041 0 571 235 0 0 2 2 1 6 1 2
NA Broward V042 0 1198 533 1 1 1 4 2 6 0 5
NA Broward V043 0 669 356 0 0 2 6 1 7 1 1
NA Broward V044 0 877 561 1 0 2 1 0 11 3 8
NA Broward V045 0 665 430 0 0 5 7 3 5 6 5
NA Broward V046 0 280 254 0 0 1 6 0 2 1 3
NA Broward V047 0 553 487 0 1 1 3 0 1 1 5
NA Broward V048 0 556 345 0 1 3 6 0 4 3 2
NA Broward V049 0 541 412 0 1 3 3 0 2 2 0
NA Broward V050 0 817 497 0 1 4 6 2 8 1 2
NA Broward V051 0 744 500 3 0 1 0 2 4 3 2
NA Broward V052 0 829 553 0 2 2 9 1 10 2 5
NA Broward V053 0 940 889 0 0 0 1 0 5 6 4
NA Broward V054 0 487 332 0 0 1 1 0 3 2 1
NA Broward V055 0 658 1131 0 1 1 2 1 1 8 1
NA Broward V056 0 503 201 1 0 0 3 1 1 1 1
NA Broward V057 0 1471 1116 1 0 5 2 0 1 6 3
NA Broward V058 0 401 290 0 0 0 4 0 1 2 1
NA Broward W001 0 2618 314 0 1 6 6 0 10 14 9
NA Broward W002 0 1458 323 1 1 1 2 0 3 2 6
NA Broward W003 0 806 168 1 0 5 3 0 2 2 1
NA Broward W004 0 1139 160 0 0 1 4 0 7 11 6
NA Broward W005 0 1190 144 0 0 1 3 1 6 5 0
NA Broward W006 0 812 236 0 0 3 2 0 3 1 0
NA Broward W007 0 1336 283 0 0 2 3 2 2 5 3
NA Broward W008 0 2164 373 1 4 4 6 0 8 6 4
NA Broward W009 0 1290 720 0 0 2 6 0 3 4 2
NA Broward W010 0 763 216 0 0 1 2 1 7 7 2
NA Broward W011 0 1447 270 0 0 3 0 2 10 15 5
NA Broward W012 0 2136 364 0 0 3 4 4 13 10 7
NA Broward W013 0 3066 535 1 0 5 8 3 4 14 5
NA Broward W014 0 2519 1395 0 1 6 12 1 4 9 4
NA Broward W015 0 679 496 0 2 0 7 0 1 3 2
NA Broward W016 0 3989 2262 1 4 6 12 3 10 10 9
NA Broward W017 0 2524 1091 2 1 4 14 2 4 3 8
NA Broward W018 0 1668 756 0 1 4 9 1 1 2 2
NA Broward W019 0 2495 923 0 1 3 14 1 7 2 3
NA Broward W020 0 2367 1066 1 2 4 6 0 3 9 11
NA Broward W021 0 2392 1510 1 1 3 9 0 4 2 4
NA Broward W022 0 2067 851 0 0 3 2 3 5 4 4
NA Broward W023 0 4589 1375 5 2 6 13 1 3 15 18
NA Broward W024 0 1809 483 2 0 2 4 0 8 6 7
NA Broward W025 0 2718 335 1 0 3 12 3 5 6 10
NA Broward X001 0 938 473 0 0 2 5 2 2 2 0
NA Broward X002 0 747 337 1 2 1 1 0 0 4 1
NA Broward X003 0 918 426 1 0 3 3 0 3 6 2
NA Broward X004 0 571 493 0 0 4 7 0 1 3 3
NA Broward X005 0 670 651 1 1 1 6 0 5 4 3
NA Broward X006 0 1316 792 0 3 4 6 1 3 2 4
NA Broward X007 0 1001 890 2 0 2 10 1 1 6 3
NA Broward X008 0 692 389 0 0 2 0 0 5 1 2
NA Broward X009 0 1872 650 1 0 1 4 3 16 5 2
NA Broward X010 0 1388 1021 1 5 4 5 0 3 8 6
NA Broward X011 0 248 342 0 0 0 4 0 0 5 1
NA Broward X012 0 906 377 0 0 0 1 0 3 3 2
NA Broward X013 0 1357 841 1 2 5 10 0 2 4 4
NA Broward X014 0 1371 544 1 0 3 7 1 3 4 4
NA Broward X015 0 410 431 0 0 1 5 0 3 5 0
NA Broward X016 0 880 625 1 3 3 7 1 2 2 2
NA Broward X017 0 1301 789 0 0 7 8 0 7 8 4
NA Broward X018 0 638 333 0 2 1 2 2 1 1 4
NA Broward X019 0 1137 828 0 1 0 3 0 17 6 0
NA Broward X020 0 1549 1261 1 2 1 4 0 16 8 3
NA Broward X021 0 2801 825 0 2 8 12 0 2 7 11
NA Broward X022 0 1467 446 0 3 2 2 0 7 3 2
NA Broward X023 0 1653 626 0 1 3 11 2 2 6 6
NA Broward X024 0 2072 1382 0 4 3 9 2 5 5 10
NA Broward X025 0 400 264 0 0 0 0 0 2 2 1
NA Broward X026 0 816 483 0 0 3 3 0 3 5 5
NA Broward X027 0 1516 868 2 0 1 6 0 0 7 2
NA Broward X028 0 829 757 0 3 2 5 0 0 2 2
NA Broward X029 0 1753 1364 4 1 2 8 2 2 10 8
NA Broward X030 0 692 560 0 1 1 2 0 0 4 4
NA Broward X031 0 1837 1361 0 1 1 5 2 18 12 4
NA Broward X032 0 647 603 0 0 3 2 0 1 4 5
NA Broward X033 0 1513 1182 1 3 2 10 3 3 5 7
NA Broward X034 0 763 544 0 1 3 4 0 2 1 0
NA Broward X035 0 1390 739 1 1 1 3 2 4 4 2
NA Broward X036 0 1213 672 1 1 2 8 1 2 4 6
NA Broward X037 0 248 262 0 0 0 0 0 0 1 3
NA Broward X038 0 1990 1329 1 3 4 6 0 2 10 6
NA Broward X039 0 719 456 0 0 1 3 1 0 5 10
NA Broward X040 0 1890 1273 0 3 5 8 1 5 13 7
NA Broward X041 0 1141 731 1 0 1 10 0 4 5 7
NA Broward X042 0 1259 1027 0 1 3 9 0 0 5 5
NA Broward X043 0 1729 1081 1 2 7 10 0 3 5 10
NA Broward X044 0 1360 769 1 1 2 9 0 2 6 4
NA Broward X045 0 1049 480 0 0 2 5 0 2 3 4
NA Broward X046 0 921 449 1 1 2 8 2 1 3 4
NA Broward X047 0 495 142 0 0 1 1 0 1 0 0
NA Broward X048 0 592 263 0 0 1 3 0 0 4 2
NA Broward X049 0 1206 688 2 0 1 6 0 2 6 5
NA Broward X050 0 1001 338 0 0 0 8 0 2 2 5
NA Broward Y001 0 420 749 0 0 1 2 0 4 2 4
NA Broward Y002 0 824 1380 0 1 2 5 1 8 7 4
NA Broward Y003 0 778 759 0 0 1 6 0 1 3 2
NA Broward Y004 0 1078 1062 0 0 1 7 1 3 7 4
NA Broward Y005 0 902 1005 0 0 6 5 1 4 3 3
NA Broward Y006 0 1822 1559 4 2 8 7 1 20 11 9
NA Broward Y007 0 1648 760 0 2 5 7 0 9 5 2
NA Broward Y008 0 1831 311 0 1 3 2 0 8 7 5
NA Broward Z001 0 1017 54 0 1 2 1 0 9 3 3
NA Broward Z002 0 1843 93 0 1 3 2 1 4 7 5
NA Broward Z003 0 827 637 0 1 2 4 0 11 1 3
NA Broward Z004 0 147 50 0 0 0 2 0 0 1 1
NA Broward Z005 0 347 143 0 0 2 0 0 1 2 0
NA Broward Z073 0 262 150 0 0 2 2 1 0 3 2
NA Calhoun 101 0 146 678 0 0 1 3 2 1 2 1
NA Calhoun 102 0 95 469 0 1 0 6 0 0 2 1
NA Calhoun 201 0 83 723 0 0 1 0 0 0 2 1
NA Calhoun 202 0 144 639 1 1 1 1 0 1 5 1
NA Calhoun 301 0 135 1006 1 0 0 11 0 0 1 3
NA Calhoun 302 0 42 480 0 1 0 1 0 0 4 1
NA Calhoun 401 0 368 197 0 0 0 3 1 1 2 1
NA Calhoun 402 0 3 61 0 0 0 0 0 0 0 0
NA Calhoun 501 0 127 519 0 0 1 2 1 2 1 2
NA Calhoun 502 0 17 154 0 0 0 2 0 0 1 0
NA Calhoun 503 0 49 348 0 1 0 0 0 1 1 0
NA Charlotte 1 0 161 303 0 0 0 3 0 1 1 0
NA Charlotte 10 0 339 475 0 0 2 4 0 1 2 3
NA Charlotte 11 0 504 1175 1 3 4 14 0 3 6 2
NA Charlotte 12 0 845 1481 1 1 1 23 0 1 7 5
