COUNTY AREA TOTAL DEM REP CST GRE LIB (Write-In) (Miscellaneous)
ONSLOW RL09 0 1171 3096 3 8 73 0 5
ONSLOW SF18 0 955 3054 9 1 67 0 10
ONSLOW SW19 0 1125 2917 5 5 45 0 7
ONSLOW TL06 0 832 1820 2 3 57 0 2
ONSLOW VR15 0 356 1060 3 3 46 0 0
ONSLOW WN04 0 1314 2351 6 4 44 0 11
ORANGE ABSENTEE 0 23097 2594 18 72 163 0 74
ORANGE CA 0 70 196 1 3 3 0 1
ORANGE CB 0 71 30 0 0 1 0 1
ORANGE CF1 0 146 114 0 0 6 0 1
ORANGE CG 0 67 186 0 1 5 0 0
ORANGE CH 0 70 25 0 0 2 0 2
ORANGE CO 0 77 57 0 1 2 0 0
ORANGE CP 0 62 127 2 1 6 0 1
ORANGE CS1 0 60 110 0 1 5 0 0
ORANGE CW 0 127 565 1 0 10 0 1
ORANGE CX 0 159 277 1 4 11 0 4
ORANGE DA 0 113 77 0 0 1 0 6
ORANGE DM 0 105 72 1 0 7 1 2
ORANGE EA1 0 95 35 1 1 3 0 1
ORANGE EF 0 66 154 1 2 2 0 1
ORANGE EH 0 51 39 0 1 3 0 1
ORANGE ENO 0 79 217 0 2 2 0 0
ORANGE ES 0 73 41 0 1 1 0 0
ORANGE GB 0 159 202 1 0 6 0 6
ORANGE GL 0 78 81 0 0 3 0 2
ORANGE H 0 57 24 0 0 3 0 0
ORANGE HE 0 40 88 1 2 2 0 0
ORANGE HF 0 70 62 0 1 4 0 1
ORANGE KM 0 49 38 1 0 3 0 1
ORANGE LC 0 82 26 0 0 4 0 1
ORANGE NC 0 34 29 1 0 1 0 1
ORANGE NS 0 132 44 0 1 0 0 4
ORANGE OG 0 160 310 0 1 6 0 2
ORANGE "OS BOE" 0 7272 4320 12 16 71 3 23
ORANGE "OS CARRBORO" 0 7490 924 8 37 48 1 25
ORANGE "OS COTC" 0 5603 693 5 15 40 0 25
ORANGE "OS EFLAND" 0 3460 4267 8 9 61 0 12
ORANGE "OS SEYMOUR" 0 6004 1404 6 15 36 0 24
ORANGE "OS UM" 0 6935 1422 7 17 80 1 29
ORANGE OW 0 120 39 0 0 7 0 1
ORANGE PA 0 81 81 1 0 0 0 0
ORANGE PROVISIONAL 0 30 30 0 0 1 0 0
ORANGE RE 0 81 59 0 2 3 1 4
ORANGE RF 0 87 34 0 1 4 0 2
ORANGE SJ 0 89 75 0 0 3 0 2
ORANGE SM 0 81 278 1 1 6 0 1
ORANGE TH 0 68 21 0 0 0 0 2
ORANGE TO 0 104 255 1 0 3 0 1
ORANGE TRANSFER 0 0 0 0 0 0 0 0
ORANGE UNC 0 86 47 0 2 4 0 0
ORANGE WC 0 144 217 3 1 4 0 1
ORANGE WD 0 78 52 0 3 5 0 1
ORANGE WDS 0 94 5 0 0 0 0 0
ORANGE WH 0 126 103 0 2 7 0 0
ORANGE WW1 0 112 30 0 1 5 0 1
PAMLICO "1AL A" 0 105 279 0 2 6 0 0
PAMLICO 1GB 0 143 624 0 0 6 0 1
PAMLICO 1RB 0 245 867 1 2 11 0 1
PAMLICO 2OT 0 767 879 1 1 9 0 3
PAMLICO 2SW 0 101 233 1 1 3 0 0
PAMLICO 3BY 0 553 509 1 0 5 0 2
PAMLICO 4HB 0 15 137 0 0 0 0 0
PAMLICO 4MSIC 0 83 65 0 0 0 0 0
PAMLICO "4VM A" 0 89 73 0 0 0 0 1
PAMLICO 5AP 0 612 1183 1 4 4 0 2
PASQUOTANK ABSENTEE 0 1760 758 4 16 23 0 9
PASQUOTANK EAST 0 112 134 0 1 8 0 2
PASQUOTANK MH 0 142 407 0 2 15 0 0
PASQUOTANK NEW 0 104 347 2 2 6 0 0
PASQUOTANK NIX 0 80 370 3 1 7 0 2
PASQUOTANK NORTH 0 129 134 0 2 6 0 3
PASQUOTANK "ONE STOP" 0 6951 6681 23 19 70 0 27
PASQUOTANK PRO 0 146 558 3 1 13 0 4
PASQUOTANK PROVISIONAL 0 78 44 0 1 1 0 0
PASQUOTANK SAL 0 33 207 1 0 3 0 1
PASQUOTANK SOUTH 0 130 64 0 1 2 0 2
PASQUOTANK TRANSFER 0 0 0 0 0 0 0 0
PASQUOTANK WEST 0 167 66 0 2 7 0 0
PENDER CF11 0 739 1830 6 5 38 0 0
PENDER CL05 0 729 438 2 3 6 0 1
PENDER CS04 0 325 475 0 2 3 0 1
PENDER CT03 0 89 68 0 0 2 0 0
PENDER GR06 0 546 613 1 4 10 0 0
PENDER LC09 0 423 883 0 2 6 0 0
PENDER LT18 0 1021 2568 8 3 42 0 12
PENDER LU16 0 236 649 2 1 8 0 1
PENDER MT19 0 1002 1928 5 6 23 0 4
PENDER NB02 0 560 1101 2 4 9 0 3
PENDER PL10 0 91 300 0 2 3 0 0
PENDER RP20 0 578 809 1 6 17 0 0
PENDER SB02 0 939 1461 1 4 25 0 1
PENDER SC13 0 1014 2133 5 5 32 0 8
PENDER SH12 0 496 1220 1 1 15 0 5
PENDER SP15 0 1043 2216 5 7 43 0 7
PENDER UH08 0 466 173 1 0 1 0 0
PENDER UT14 0 1083 2601 4 8 46 0 7
PENDER UU17 0 343 490 2 0 0 0 2
PERQUIMANS BELVID 0 144 403 2 0 3 0 3
PERQUIMANS BETHEL 0 639 1485 2 9 9 0 3
PERQUIMANS "EAST H" 0 406 300 2 2 8 0 0
PERQUIMANS "NEW HO" 0 504 1306 6 5 8 0 2
PERQUIMANS NICANO 0 34 130 0 0 1 0 1
PERQUIMANS PARKVI 0 537 860 3 2 9 0 1
PERQUIMANS "WEST H" 0 228 419 1 0 6 0 1
PERSON ALVI 0 726 973 2 1 7 0 1
PERSON CUCL 0 496 988 3 1 9 0 2
PERSON FLRI 0 1257 3081 7 8 44 0 5
PERSON HLWY 0 242 638 1 1 2 0 1
PERSON MTTZ 0 637 1411 3 2 12 0 4
PERSON OLHI 0 357 1002 1 1 8 0 0
PERSON PNTH 0 1548 1403 6 11 25 0 3
PERSON RCTL 0 1548 1516 7 8 19 0 2
PERSON ROX4 0 704 640 1 3 7 0 1
PERSON SWST 0 518 1089 5 3 5 0 2
PERSON WDSD 0 432 443 0 3 6 0 2
PITT 0101 0 210 309 1 4 12 0 3
PITT 0200A 0 116 255 2 3 9 0 1
PITT 0200B 0 213 180 1 1 3 0 1
PITT 0301 0 241 198 1 0 10 0 0
PITT 0401 0 241 239 1 0 3 0 1
PITT 0501 0 59 275 0 0 2 0 2
PITT 0601 0 90 497 2 4 12 0 2
PITT 0701 0 77 320 0 2 6 0 1
PITT 0800A 0 95 149 1 0 5 0 0
PITT 0800B 0 89 152 0 0 5 0 3
PITT 0901 0 78 174 0 0 2 0 1
PITT 1001 0 201 409 0 2 10 0 2
PITT 1101 0 135 229 0 0 1 0 0
PITT 1102A 0 81 212 1 0 10 0 1
PITT 1102B 0 168 490 1 2 12 0 1
PITT 1201 0 262 325 0 0 2 0 2
PITT 1301 0 47 226 0 0 3 0 0
PITT 1403A1 0 104 174 1 1 7 0 2
PITT 1403A2 0 109 137 0 2 5 0 2
PITT 1403B 0 127 178 3 2 8 0 1
PITT 1501 0 76 3 2 1 0 0 0
PITT 1503 0 198 52 1 1 3 0 3
PITT 1504A 0 158 40 0 1 2 0 0
PITT 1504B 0 278 149 0 0 12 0 0
PITT 1505A 0 212 66 1 1 3 0 1
PITT 1505B 0 207 44 0 1 2 0 2
PITT 1506 0 131 71 0 0 3 0 1
PITT 1507 0 154 135 0 2 6 0 0
PITT 1507B 0 54 86 0 0 5 0 1
PITT 1508A 0 58 104 0 1 8 0 0
PITT 1508B 0 171 169 0 2 12 0 4
PITT 1509 0 194 198 0 5 8 0 1
PITT 1510A 0 102 230 1 0 3 0 4
PITT 1510B 0 116 161 1 2 7 0 2
PITT 1511A 0 140 288 1 1 6 0 4
PITT 1511B 0 141 183 2 3 8 0 3
PITT 1512A 0 300 218 0 1 9 0 2
PITT 1512B 0 169 139 1 1 6 0 6
PITT 1513A 0 130 195 0 4 11 0 2
PITT 1513B 0 106 164 1 2 5 0 2
PITT ABSENTEE 0 8379 2758 18 35 96 1 27
PITT "OS AG CENTER" 0 4232 3107 10 7 38 0 14
PITT "OS COMM SCHOOLS" 0 5202 7388 14 23 84 0 19
PITT "OS EPPES" 0 5780 514 11 11 26 0 7
PITT "OS FARMVILLE" 0 2095 2120 4 5 15 0 2
PITT "OS STUDENT CENTER" 0 5003 3287 11 35 122 0 24
PITT "OS WILLIS BUILDING" 0 3901 4438 13 19 66 0 18
PITT "OS WINTERVILLE" 0 6456 7277 15 18 90 0 27
PITT PROVISIONAL 0 342 254 2 5 11 0 5
PITT TRANSFER 0 24 16 1 0 2 0 0
POLK ABSENTEE 0 1707 827 7 7 12 0 9
POLK CG05 0 39 353 0 0 2 0 0
POLK CL07 0 41 208 0 3 4 0 0
POLK CL08 0 47 177 1 1 2 0 1
POLK GC09 0 82 470 2 2 1 0 2
POLK "ONE STOP" 0 2329 4788 5 7 42 0 12
POLK PROVISIONAL 0 7 20 0 0 1 0 0
POLK SA04 0 89 299 1 0 9 0 0
POLK TR123 0 127 253 0 2 8 0 1
POLK TRANSFER 0 0 0 0 0 0 0 0
POLK WO06 0 50 294 1 1 5 0 0
RANDOLPH AE 0 1472 1672 7 10 26 0 5
RANDOLPH AN 0 964 1701 5 3 27 0 4
RANDOLPH AR 0 1413 4910 5 8 52 1 7
RANDOLPH AS 0 820 2247 5 7 25 0 4
RANDOLPH AW 0 1532 2614 6 11 34 0 9
RANDOLPH BC 0 360 2138 6 4 19 0 0
RANDOLPH DR 0 616 2808 1 5 28 0 4
RANDOLPH GR 0 569 2331 3 3 24 0 5
RANDOLPH LB 0 732 1362 4 3 12 0 5
RANDOLPH LC 0 323 1490 1 7 8 0 1
RANDOLPH NM 0 427 2966 2 6 20 0 7
RANDOLPH PR 0 666 3799 4 9 31 0 7
RANDOLPH RM 0 619 1535 0 2 12 0 3
RANDOLPH RN 0 1029 3422 5 4 36 0 6
RANDOLPH SE 0 214 1400 1 2 10 0 4
RANDOLPH SO 0 423 2402 3 6 14 0 4
RANDOLPH ST 0 307 1309 2 2 9 0 0
RANDOLPH SW 0 225 1933 2 4 13 0 2
RANDOLPH TB 0 239 1997 2 1 4 0 1
RANDOLPH TR 0 1140 5453 6 13 43 0 5
RANDOLPH TT 0 427 2814 1 4 16 0 5
RANDOLPH UG 0 1101 4591 4 9 43 0 11
RICHMOND 01 0 270 217 0 0 2 0 2
RICHMOND 02 0 145 374 4 0 6 0 0
RICHMOND 03 0 39 120 0 0 1 0 1
RICHMOND 04 0 120 119 0 0 3 0 1
RICHMOND 05 0 21 73 0 0 0 0 0
RICHMOND 06 0 43 181 0 0 3 0 2
RICHMOND 07 0 80 131 0 0 0 0 0
RICHMOND 08 0 245 233 0 1 0 0 0
RICHMOND 09 0 196 428 2 1 2 0 2
RICHMOND 10 0 154 100 0 1 2 0 0
RICHMOND 11 0 62 112 0 2 3 0 0
RICHMOND 12 0 77 165 0 0 1 0 2
RICHMOND 13 0 67 143 1 0 2 0 0
RICHMOND 14 0 40 21 0 0 1 0 0
RICHMOND 15 0 7 61 0 0 0 0 0
RICHMOND 16 0 10 96 0 0 0 0 0
RICHMOND "ABSENTEE MAIL" 0 1115 690 2 7 9 0 3
RICHMOND BROWDER 0 2004 2679 7 9 25 0 3
RICHMOND "CO OP" 0 2014 3021 5 7 21 0 0
RICHMOND ELLERBE 0 481 887 0 3 3 0 1
RICHMOND HAMLET 0 1522 1923 2 4 15 0 4
RICHMOND PROVISIONAL 0 42 56 1 0 0 0 0
RICHMOND TRANSFER 0 0 0 0 0 0 0 0
ROBESON 01 0 173 530 0 0 3 0 1
ROBESON 02 0 714 771 3 1 3 0 1
ROBESON 03 0 346 971 2 0 6 0 0
ROBESON 04 0 279 1112 1 7 6 0 1
ROBESON 05A 0 1303 944 1 3 6 0 2
ROBESON 07 0 253 258 0 1 1 0 1
ROBESON 08 0 272 956 0 0 5 0 1
ROBESON 09 0 396 526 1 2 3 0 2
ROBESON 10 0 285 402 1 0 5 0 0
ROBESON 11 0 967 2083 2 3 7 0 5
ROBESON 11A 0 322 717 5 1 3 0 2
ROBESON 12 0 797 444 0 2 5 0 2
ROBESON 13 0 569 615 2 4 1 0 1
ROBESON 14 0 316 354 1 0 5 0 0
ROBESON 15 0 460 131 1 2 5 0 0
ROBESON 16 0 580 51 2 3 3 0 1
ROBESON 17 0 109 142 0 1 0 0 0
ROBESON 18A 0 535 636 4 1 7 0 4
ROBESON 19 0 1178 784 3 1 5 0 2
ROBESON 20 0 327 471 0 1 2 0 0
ROBESON 21 0 611 855 2 3 10 0 2
ROBESON 22 0 743 1037 0 7 6 0 6
ROBESON 23 0 691 1560 3 3 8 0 3
ROBESON 24 0 240 510 0 0 0 0 1
ROBESON 25 0 339 717 0 2 4 0 1
ROBESON 26A 0 1397 742 6 3 9 0 2
ROBESON 28 0 231 525 2 2 1 0 1
ROBESON 29 0 568 375 2 2 0 0 0
ROBESON 30 0 466 1110 3 3 6 0 4
ROBESON 32A 0 1439 1747 5 7 9 0 6
ROBESON 33 0 146 217 0 0 4 0 0
ROBESON 34 0 190 752 1 1 1 0 1
ROBESON 35 0 269 1206 3 1 5 0 5
ROBESON 36 0 348 363 1 1 0 0 1
ROBESON 37 0 60 373 1 0 4 0 0
ROBESON 38 0 80 208 0 0 2 0 0
ROBESON 39 0 369 714 2 1 2 0 5
ROBESON 40 0 181 192 1 1 1 0 1
ROBESON 41 0 471 1705 0 3 8 0 2
ROCKINGHAM DR 0 559 962 1 5 10 0 5
ROCKINGHAM EC 0 1210 1892 5 4 27 0 10
ROCKINGHAM ED-1 0 982 1907 3 7 24 0 1
ROCKINGHAM HO 0 428 1181 3 4 13 0 1
ROCKINGHAM HU 0 806 2704 7 8 22 0 5
ROCKINGHAM IR 0 460 1612 2 0 10 0 5
ROCKINGHAM LI 0 739 2223 3 2 14 0 5
ROCKINGHAM LK-2 0 910 1617 0 3 15 0 1
ROCKINGHAM MA 0 861 2272 3 3 14 0 1
ROCKINGHAM MC 0 1655 1877 3 15 28 0 6
ROCKINGHAM MS 0 3015 2696 3 5 36 0 19
ROCKINGHAM NB 0 653 2257 3 4 19 0 4
ROCKINGHAM RC 0 1007 2831 5 3 31 0 3
ROCKINGHAM SE 0 1174 1870 3 5 16 0 3
ROCKINGHAM WS 0 1533 3400 11 7 33 0 5
ROWAN 01 0 210 1259 2 1 12 0 1
ROWAN 02 0 444 565 0 3 10 0 2
ROWAN 03 0 282 1590 2 4 18 0 1
ROWAN 04 0 592 2698 9 2 25 0 14
ROWAN 05A 0 750 2438 3 10 29 0 14
ROWAN 07 0 471 1034 1 6 13 0 0
ROWAN 08 0 825 1801 5 7 19 0 3
ROWAN 09 0 250 1396 1 1 9 0 0
ROWAN 10 0 529 1807 1 4 22 0 8
ROWAN 11 0 725 1535 7 7 11 0 7
ROWAN 12 0 654 710 0 3 17 0 3
ROWAN 13 0 252 1514 2 2 20 0 2
ROWAN 14A 0 825 2553 3 6 27 0 1
ROWAN 15 0 622 2069 2 7 26 0 4
ROWAN 16 0 623 822 2 3 13 0 8
ROWAN 17 0 599 1238 2 3 14 0 4
ROWAN 18 0 497 75 1 1 2 0 0
ROWAN 19A 0 824 2535 1 4 32 0 14
ROWAN 21 0 653 1468 6 1 10 0 1
ROWAN 22 0 87 634 2 0 5 0 0
ROWAN 23 0 153 1089 0 3 8 0 1
ROWAN 24 0 229 923 4 4 7 0 4
ROWAN 25 0 447 2304 3 0 15 0 5
ROWAN 26 0 229 1320 0 3 21 0 2
ROWAN 27 0 244 784 2 1 9 0 1
ROWAN 28 0 845 739 4 7 16 0 3
ROWAN 29 0 209 779 1 1 5 0 3
ROWAN 30 0 679 1126 3 2 12 0 2
ROWAN 31 0 315 960 3 2 9 0 2
ROWAN 32 0 344 949 2 1 8 0 3
ROWAN 33 0 175 1340 1 3 10 0 5
ROWAN 34 0 1073 791 2 7 15 0 9
ROWAN 35 0 618 263 1 2 8 0 2
ROWAN 36 0 1238 811 5 10 15 0 5
ROWAN 38 0 1197 654 1 6 13 0 8
ROWAN 39 0 685 651 2 4 12 0 4
ROWAN 40 0 1018 837 4 7 20 0 5
ROWAN 41 0 1120 873 5 3 14 0 9
ROWAN 42 0 840 54 2 3 3 0 3
ROWAN 44 0 292 1749 2 3 18 0 3
ROWAN 45 0 450 560 0 7 5 0 1
RUTHERFORD 03A 0 244 1401 3 2 12 1 4
RUTHERFORD 04A 0 384 1374 0 7 10 0 3
RUTHERFORD 05A 0 431 1566 1 3 12 0 5
RUTHERFORD 06A 0 812 1211 5 5 20 0 4
RUTHERFORD 09A 0 398 2201 3 6 10 0 3
RUTHERFORD 10A 0 192 817 2 0 9 0 1
RUTHERFORD 11 0 747 3307 13 4 27 0 8
RUTHERFORD 13 0 1218 1701 8 4 17 0 5
RUTHERFORD 14 0 635 1162 1 3 19 0 7
RUTHERFORD 16A 0 400 1698 3 4 12 0 3
RUTHERFORD 18 0 462 1218 1 1 12 0 9
RUTHERFORD 19 0 293 1223 0 3 4 0 3
RUTHERFORD 27 0 908 1724 7 4 20 0 8
RUTHERFORD 28 0 321 881 0 2 7 0 1
RUTHERFORD 29 0 427 1041 0 3 6 0 1
RUTHERFORD 30 0 1040 1440 2 6 16 0 4
RUTHERFORD 34 0 223 926 4 3 5 0 2
SAMPSON AUTR 0 230 1034 3 1 7 0 0
SAMPSON CLCE 0 567 92 1 1 2 0 1
SAMPSON CLEA 0 1249 854 2 2 6 0 1
SAMPSON CLEM 0 303 844 0 0 6 0 3
SAMPSON CLNE 0 567 980 2 1 6 0 1
SAMPSON CLSW 0 465 692 0 1 9 0 7
SAMPSON CLWE 0 508 901 1 0 7 0 3
SAMPSON GARL 0 477 416 1 2 2 0 2
SAMPSON GIDD 0 438 471 1 0 3 0 0
SAMPSON HARR 0 845 436 4 0 7 0 3
SAMPSON HERR 0 70 565 0 0 1 0 0
SAMPSON INGO 0 463 436 0 0 3 0 1
SAMPSON KEEN 0 260 695 1 0 7 0 2
SAMPSON KFRK 0 529 831 0 3 5 0 5
SAMPSON LAKE 0 1203 787 4 1 10 0 2
SAMPSON MING 0 446 1458 1 1 14 0 3
SAMPSON NGRV 0 348 768 1 0 11 0 2
SAMPSON PLVW 0 369 1727 2 5 15 1 5
SAMPSON ROSE 0 262 817 2 0 4 0 0
SAMPSON ROWA 0 477 711 0 0 3 0 3
SAMPSON SBRG 0 213 551 2 1 2 0 0
SAMPSON TURK 0 406 443 0 1 4 0 0
SAMPSON WBRK 0 271 902 1 3 9 0 1
SCOTLAND 01-16 0 225 103 1 1 1 0 0
SCOTLAND 02-25 0 177 161 0 1 2 0 2
SCOTLAND 03 0 125 194 1 2 4 0 0
SCOTLAND 04 0 109 219 1 1 2 0 1
SCOTLAND 05-10 0 126 255 1 1 3 0 0
SCOTLAND 06-89 0 115 372 0 0 2 0 0
SCOTLAND 07 0 214 201 0 0 1 0 1
SCOTLAND ABSENTEE 0 1011 540 2 5 8 0 2
SCOTLAND "ONE STOP ANNEX CONF RM" 0 5059 5375 8 19 29 0 11
SCOTLAND PROVISIONAL 0 25 53 0 1 2 0 0
SCOTLAND TRANSFER 0 0 0 0 0 0 0 0
STANLY 0003 0 758 966 7 2 16 0 6
STANLY 0007 0 617 1074 3 2 15 0 3
STANLY 0008 0 930 150 2 3 4 0 3
STANLY 0010 0 316 653 1 0 8 0 2
STANLY 0011 0 255 835 3 3 9 0 1
STANLY 0013 0 298 1223 2 1 14 0 1
STANLY 0014 0 171 678 1 0 5 0 0
STANLY 0015 0 392 643 1 0 5 0 1
STANLY 0016 0 280 713 0 2 4 0 2
STANLY 0017 0 296 1283 2 0 7 0 0
STANLY 0018 0 201 704 2 0 10 0 1
STANLY 0019 0 183 1134 3 2 8 0 3
STANLY 0020 0 277 1795 5 1 7 0 5
STANLY 0021 0 144 998 1 0 2 0 0
STANLY 0022 0 321 1274 3 2 6 0 2
STANLY 0023 0 320 2033 2 0 19 0 6
STANLY 0024 0 507 2465 2 3 21 0 2
STANLY 0025 0 367 2191 0 3 27 0 2
STANLY 0026 0 245 1099 2 1 7 0 2
STANLY 0027 0 474 1528 2 2 7 0 2
STANLY 0028 0 391 715 1 3 8 0 2
STANLY 0212 0 386 1304 3 2 16 0 1
STOKES 01 0 23 183 0 0 0 0 0
STOKES 02 0 91 578 0 0 4 0 0
STOKES 03 0 32 431 1 0 4 0 1
STOKES 04 0 51 281 1 2 3 0 0
STOKES 0506 0 91 525 0 1 5 0 1
STOKES 07 0 32 201 0 0 1 0 0
STOKES 08 0 54 384 0 1 5 0 0
STOKES 09 0 92 466 2 0 5 0 2
STOKES 10 0 55 308 0 1 9 0 0
STOKES 11 0 72 407 1 0 4 0 3
STOKES 12 0 45 374 0 0 3 0 2
STOKES 13 0 43 289 0 2 3 0 2
STOKES 14 0 34 326 0 0 2 0 3
STOKES 15 0 48 276 0 0 2 0 0
STOKES 1618 0 89 208 1 2 3 0 0
STOKES 17 0 46 255 0 1 6 0 1
STOKES 1819 0 56 279 1 0 1 0 1
STOKES 20 0 74 434 0 1 3 0 0
STOKES ABSENTEE 0 1215 1365 9 7 24 0 6
STOKES "ONE STOP DANBURY" 0 578 1832 2 1 13 0 2
STOKES "ONE STOP KING" 0 1403 7282 7 11 61 0 7
STOKES "ONE STOP WALNUT COVE" 0 1054 3376 4 0 19 0 3
STOKES PROVISIONAL 0 8 82 0 0 0 0 0
STOKES TRANSFER 0 0 0 0 0 0 0 0
SURRY 01 0 35 266 1 0 4 0 0
SURRY 04 0 45 180 0 0 3 0 0
SURRY 05 0 43 316 1 1 2 0 0
SURRY 09 0 26 259 0 2 4 0 0
SURRY 10 0 10 237 0 0 0 0 1
SURRY 11 0 54 168 1 0 1 0 0
SURRY 12 0 75 173 0 0 2 0 1
SURRY 13 0 43 128 1 0 2 0 0
SURRY 15 0 63 239 0 1 5 0 0
SURRY 16 0 46 212 0 0 0 0 0
SURRY 17 0 26 157 0 0 2 0 0
SURRY 18 0 46 219 0 0 3 0 0
SURRY 19 0 71 235 0 0 5 0 0
SURRY 22 0 37 178 0 0 2 0 0
SURRY 23 0 47 218 0 1 0 0 0
SURRY 24 0 28 182 0 0 4 0 0
SURRY 25 0 46 268 0 0 2 0 0
SURRY 26 0 43 317 0 0 6 0 0
SURRY 27 0 32 280 0 1 2 0 0
SURRY 28 0 31 166 2 0 2 0 1
SURRY 29 0 61 219 0 0 6 0 1
SURRY 30 0 84 273 1 1 5 0 0
SURRY 31 0 102 274 3 0 9 0 2
SURRY 32 0 50 258 1 1 4 0 0
SURRY ABSENTEE 0 2506 2413 9 13 38 0 21
SURRY "DOB OS" 0 1235 4892 7 3 25 0 6
SURRY "ELK OS" 0 771 2340 4 3 14 0 6
SURRY "MA OS" 0 2331 9046 11 12 60 0 14
SURRY "PM OS" 0 719 3321 0 6 21 0 4
SURRY PROVISIONAL 0 15 104 0 0 2 0 0
SURRY TRANSFER 0 0 0 0 0 0 0 0
SWAIN ALARKA 0 185 428 0 2 4 0 0
SWAIN ALMOND 0 333 686 3 4 15 0 3
SWAIN BC1 0 529 1166 0 3 16 0 5
SWAIN BC2 0 588 1069 6 1 13 0 4
SWAIN WHCH 0 1145 812 10 9 24 0 5
TRANSYLVANIA B1 0 883 534 2 3 18 0 3
TRANSYLVANIA B2 0 718 505 3 4 7 0 8
TRANSYLVANIA B3 0 883 696 2 7 15 0 2
TRANSYLVANIA B4 0 752 474 5 3 11 0 4
TRANSYLVANIA BD 0 715 1358 3 7 19 0 2
TRANSYLVANIA CC 0 582 1243 2 3 19 0 4
TRANSYLVANIA CM 0 341 347 2 1 6 0 2
TRANSYLVANIA DR 0 1044 1017 2 6 11 0 7
TRANSYLVANIA EF 0 365 449 2 2 5 0 2
TRANSYLVANIA LR 0 442 910 0 2 9 0 3
TRANSYLVANIA PF 0 344 617 0 3 10 0 5
TRANSYLVANIA RE 0 289 1187 1 3 11 0 6
TRANSYLVANIA TC1 0 104 590 1 1 6 0 1
TRANSYLVANIA TC7 0 368 965 5 3 13 0 3
TRANSYLVANIA WC 0 614 744 4 2 20 0 8
TYRRELL 1 0 74 10 0 0 2 0 0
TYRRELL 14 0 1 36 0 0 0 0 0
TYRRELL 15 0 58 73 0 1 0 0 0
TYRRELL 16 0 0 10 0 0 0 0 0
TYRRELL 2 0 91 140 1 0 2 0 0
TYRRELL 3 0 17 52 0 0 0 0 1
TYRRELL ABSENTEE 0 57 47 0 0 0 0 0
TYRRELL "ONE STOP" 0 460 676 1 1 4 0 2
TYRRELL PROVISIONAL 0 0 0 0 0 0 0 0
TYRRELL TRANSFER 0 0 0 0 0 0 0 0
UNION 001 0 455 244 2 3 5 0 0
UNION 002 0 740 449 1 1 9 0 3
UNION 003 0 492 382 1 1 4 0 2
UNION 004 0 684 154 3 4 6 0 1
UNION 005 0 1025 1518 4 1 19 0 7
UNION 006 0 343 1125 1 2 6 0 0
UNION 007 0 1014 1828 4 1 24 0 5
UNION 008 0 1113 663 1 3 7 0 3
UNION 009 0 638 395 5 1 10 0 2
UNION 010 0 576 280 3 3 11 0 3
UNION 011 0 274 2035 4 3 8 0 3
UNION 012 0 274 1855 5 5 15 0 1
UNION 013 0 320 2005 0 3 12 0 3
UNION 014 0 368 730 3 2 15 0 0
UNION 015 0 1669 2078 6 9 34 0 12
UNION 016 0 1671 2746 3 10 55 1 13
UNION 017A 0 909 1671 4 6 24 3 3
UNION 017B 0 1575 2433 5 7 36 0 16
UNION 018 0 1024 1703 2 2 16 0 18
UNION 019 0 1895 3340 5 11 61 0 13
UNION 020A 0 2177 2601 5 14 49 0 15
UNION 020B 0 1472 2525 8 9 38 0 11
UNION 021 0 438 1657 1 3 17 0 2
UNION 022 0 486 1701 3 6 27 0 12
UNION 023 0 520 1197 4 4 20 0 6
UNION 024 0 371 1570 2 1 16 0 3
UNION 025 0 376 1208 1 2 7 0 0
UNION 026 0 337 1206 2 0 10 0 2
UNION 027 0 299 1253 4 3 10 0 2
UNION 028A 0 2055 2628 6 10 44 0 16
UNION 028B 0 1633 1907 3 8 30 0 7
UNION 028C 0 1457 1770 3 4 28 0 14
UNION 028D 0 1831 2264 8 4 42 0 17
UNION 029A 0 1972 1973 7 12 36 0 17
UNION 029B 0 554 825 4 0 17 0 3
UNION 029C 0 749 1360 1 6 17 0 6
UNION 030 0 1443 2279 3 5 34 0 12
UNION 031 0 1246 1731 7 3 26 0 5
UNION 032 0 841 1965 2 2 21 0 3
UNION 033 0 666 1303 4 6 29 0 9
UNION 034 0 740 2191 3 4 16 0 5
UNION 035 0 588 1069 3 2 9 0 2
UNION 036 0 429 1218 4 2 11 0 5
UNION 037A 0 1950 2497 4 5 61 0 16
UNION 037B 0 473 860 1 2 8 0 8
UNION 038A 0 1320 1703 2 13 25 0 6
UNION 038B 0 811 1200 3 3 20 0 6
UNION 039 0 496 1603 0 4 16 0 3
UNION 040 0 1333 1935 2 6 36 0 15
UNION 041 0 1482 2315 4 7 22 0 17
UNION 042 0 592 1138 4 9 15 0 1
UNION 043 0 529 96 1 1 2 0 1
VANCE CC 0 899 1136 4 0 11 0 0
VANCE EH1 0 1171 78 1 1 3 0 3
VANCE HTOP 0 348 155 0 0 4 0 0
VANCE KITT 0 1216 1557 5 4 15 0 4
VANCE MIDD 0 1201 931 4 2 10 0 1
VANCE NH 0 1438 1091 5 2 10 0 2
VANCE NH1 0 1066 98 4 0 5 0 3
VANCE NV 0 705 334 2 3 3 0 0
VANCE SCRK 0 1570 1367 3 4 13 0 6
VANCE SH1 0 904 249 3 4 5 0 2
VANCE SH2 0 289 163 0 0 0 0 1
VANCE WH 0 1624 1232 3 4 15 0 3
WAKE 01-01 0 125 74 0 1 5 0 2
