COUNTY AREA TOTAL DEM REP LIB IND GRN OTH
"Mecklenburg County" "603 - Smith Crossroads" 254 83 164 7 0 0 0
"Mecklenburg County" "604 - Lake Gaston" 337 110 222 4 0 0 1
"Mecklenburg County" "701 - Chase City" 663 256 384 9 5 3 6
"Mecklenburg County" "702 - Sunshine" 537 203 322 7 2 1 2
"Mecklenburg County" "801 - Finchley" 200 87 110 1 1 0 1
"Mecklenburg County" "802 - Bluestone" 742 234 499 6 1 0 2
"Mecklenburg County" "803 - Chase City Elementary School" 547 230 300 12 3 2 0
"Mecklenburg County" "901 - Averett" 188 20 168 0 0 0 0
"Mecklenburg County" "902 - Buffalo Springs" 341 75 248 13 3 0 2
"Mecklenburg County" "903 - Clarksville" 1179 342 786 35 7 4 5
"Mecklenburg County" "Ab - Central Absentee Precinct" 1999 950 995 39 4 5 6
"Mecklenburg County" Provisional 20 15 5 0 0 0 0
"Middlesex County" "101 - Saluda" 402 146 235 14 5 2 0
"Middlesex County" "102 - Urbanna" 661 212 418 21 3 5 2
"Middlesex County" "201 - New Market" 1223 276 903 22 12 5 5
"Middlesex County" "302 - Church View" 986 419 539 17 7 2 2
"Middlesex County" "401- Harmony Village" 954 406 513 23 5 6 1
"Middlesex County" "501 - Wilton" 1161 370 741 22 13 11 4
"Middlesex County" "Ab - Central Absentee Precinct" 626 278 319 21 5 2 1
"Middlesex County" Provisional 4 1 2 0 0 0 1
"Montgomery County" "101 - Precinct A-1" 1853 941 761 91 33 15 12
"Montgomery County" "102 - Precinct A-2" 1799 1175 404 123 45 33 19
"Montgomery County" "103 - Precinct A-3" 2542 1571 733 129 57 31 21
"Montgomery County" "201 - Precinct B-1" 249 103 135 5 2 0 4
"Montgomery County" "202 - Precinct B-2" 2265 920 1149 118 34 27 17
"Montgomery County" "203 - Precinct B-3" 1364 515 748 62 29 3 7
"Montgomery County" "204 - Precinct B-4" 2543 1072 1268 96 60 23 24
"Montgomery County" "301 - Precinct C-1" 1704 390 1251 26 19 10 8
"Montgomery County" "302 - Precinct C-2" 1710 503 1109 55 26 11 6
"Montgomery County" "303 - Precinct C-3" 599 133 430 24 8 3 1
"Montgomery County" "304 - Precinct C-4" 1749 566 1075 69 30 5 4
"Montgomery County" "401 - Precinct D-1" 1071 370 609 48 25 10 9
"Montgomery County" "402 - Precinct D-2" 1594 360 1150 52 18 7 7
"Montgomery County" "403 - Precinct D-3" 1364 321 979 31 19 13 1
"Montgomery County" "404 - Precinct D-4" 764 175 544 24 13 4 4
"Montgomery County" "405 - Precinct D-5" 1900 657 1126 62 28 15 12
"Montgomery County" "501 - Precinct E-1" 2004 958 909 74 31 17 15
"Montgomery County" "502 - Precinct E-2" 1260 445 716 40 31 17 11
"Montgomery County" "503 - Precinct E-3" 1766 1081 509 129 18 14 15
"Montgomery County" "601 - Precinct F-1" 2281 1437 581 156 44 40 23
"Montgomery County" "602 - Precinct F-2" 2121 1330 570 127 60 18 16
"Montgomery County" "603 - Precinct F-3" 698 343 263 65 11 8 8
"Montgomery County" "701 - Precinct G-1" 2655 1632 741 143 79 29 31
"Montgomery County" "702 - Precinct G-2" 1853 1170 458 147 28 29 21
"Montgomery County" "Ab - Central Absentee Precinct" 3313 1847 1237 130 50 19 30
"Montgomery County" Provisional 10 6 4 0 0 0 0
"Nelson County" "101 - Rockfish" 1584 704 772 54 24 28 2
"Nelson County" "201 - Lovingston" 868 363 450 26 10 8 11
"Nelson County" "202 - Schuyler" 537 240 274 11 4 4 4
"Nelson County" "301 - Shipman" 1199 524 627 32 5 7 4
"Nelson County" "302 - Gladstone" 213 86 111 7 4 1 4
"Nelson County" "401 - Roseland" 1314 476 784 30 14 8 2
"Nelson County" "402 - Montebello" 119 36 77 3 2 0 1
"Nelson County" "501 - Faber" 598 268 295 16 6 9 4
"Nelson County" "502 - Nellysford" 1286 654 556 36 17 12 11
"Nelson County" "Ab - Central Absentee Precinct" 580 326 204 25 9 4 12
"Nelson County" Provisional 20 12 4 4 0 0 0
"New Kent County" "102 - Tunstall" 613 133 461 14 4 1 0
"New Kent County" "103 - Southern Branch" 1663 354 1237 44 9 6 13
"New Kent County" "201 - Quinton" 1568 504 969 53 21 4 17
"New Kent County" "202 - Kentwood" 927 191 687 29 8 6 6
"New Kent County" "301 - Watkins" 958 386 533 20 7 3 9
"New Kent County" "302 - Cumberland" 1213 371 779 37 13 10 3
"New Kent County" "401 - Providence Forge" 1576 505 1005 39 12 6 9
"New Kent County" "403 - Mountcastle" 677 187 454 27 3 3 3
"New Kent County" "501 - Eltham" 877 270 568 25 5 8 1
"New Kent County" "502 - Chickahominy River" 1175 255 879 26 8 4 3
"New Kent County" "Ab - Central Absentee Precinct" 992 389 545 33 12 1 12
"New Kent County" Provisional 3 1 1 1 0 0 0
"Newport News City" "101 - Denbigh" 2502 1839 537 53 24 26 23
"Newport News City" "102 - Epes" 2519 1952 454 60 19 25 9
"Newport News City" "103 - Jenkins" 2405 1435 799 100 27 21 23
"Newport News City" "104 - Mcintosh" 1741 1264 373 58 26 12 8
"Newport News City" "105 - Oyster Point" 601 326 221 32 10 8 4
"Newport News City" "106 - Reservoir" 2877 1878 844 69 35 27 24
"Newport News City" "107 - Richneck" 2602 1513 925 86 38 20 20
"Newport News City" "108 - Lee Hall" 1866 1300 467 58 19 15 7
"Newport News City" "109 - Windsor" 1309 752 480 39 12 16 10
"Newport News City" "110 - Greenwood" 2276 1616 529 79 14 26 12
"Newport News City" "201 - Bland" 502 333 139 16 6 4 4
"Newport News City" "202 - Boulevard" 1759 754 846 84 31 18 26
"Newport News City" "203 - Charles" 2773 1154 1431 111 41 16 20
"Newport News City" "204 - Wellesley" 1876 1007 698 103 34 19 15
"Newport News City" "205 - Deep Creek" 2163 769 1224 93 35 19 23
"Newport News City" "208 - Hidenwood" 1213 452 687 48 12 3 11
"Newport News City" "209 - Hilton" 1675 740 790 86 32 14 13
"Newport News City" "210 - Nelson" 2852 1292 1372 107 42 17 22
"Newport News City" "211 - Palmer" 2000 1135 707 93 33 22 10
"Newport News City" "212 - Riverside" 1116 421 589 57 27 8 14
"Newport News City" "213 - Sanford" 823 289 472 29 25 5 3
"Newport News City" "215 - Warwick" 1008 531 401 35 23 12 6
"Newport News City" "216 - Yates" 1233 536 618 53 16 5 5
"Newport News City" "217 - Riverview" 1758 718 930 65 20 5 20
"Newport News City" "218 - Kiln Creek" 2945 1578 1176 107 50 12 22
"Newport News City" "219 - Deer Park" 2468 1606 657 130 30 21 24
"Newport News City" "302 - Briarfield" 1472 1137 279 25 15 9 7
"Newport News City" "303 - Carver" 1001 710 246 23 11 7 4
"Newport News City" "304 - Chestnut" 684 651 13 7 2 4 7
"Newport News City" "305 - Downtown" 495 384 85 12 6 5 3
"Newport News City" "306 - Dunbar" 302 285 5 6 2 3 1
"Newport News City" "307 - Huntington" 612 592 12 0 2 0 6
"Newport News City" "308 - Jefferson" 599 571 11 5 3 5 4
"Newport News City" "309 - Magruder" 686 654 10 6 5 7 4
"Newport News City" "310 - Marshall" 932 887 20 6 7 5 7
"Newport News City" "311 - Newmarket" 1768 1262 444 32 15 8 7
"Newport News City" "312 - Newsome Park" 243 239 3 0 0 1 0
"Newport News City" "313 - Reed" 1319 1270 29 7 3 4 6
"Newport News City" "314 - River" 977 550 363 43 7 7 7
"Newport News City" "315 - Sedgefield" 1373 631 644 67 16 7 8
"Newport News City" "316 - South Morrison" 1745 1058 553 62 21 24 27
"Newport News City" "317 - Washington" 388 375 8 1 0 2 2
"Newport News City" "318 - Wilson" 794 703 64 14 5 5 3
"Newport News City" "319 - Saunders" 2352 1238 972 71 31 25 15
"Newport News City" "320 - Watkins" 3145 1409 1523 135 32 24 22
"Newport News City" "Ab - Central Absentee Precinct" 5890 3774 1799 154 65 42 56
"Newport News City" Provisional 76 48 19 4 2 1 2
"Norfolk City" "101 - Granby" 20 12 8 0 0 0 0
"Norfolk City" "101 - Granby" 2074 1323 599 91 24 23 14
"Norfolk City" "102 - Ocean View School" 1072 535 448 64 8 10 7
"Norfolk City" "103 - Northside" 1443 662 673 66 24 12 6
"Norfolk City" "104 - Titustown" 429 297 110 8 5 6 3
"Norfolk City" "104 - Titustown" 455 410 15 11 7 8 4
"Norfolk City" "106 - Zion Grace" 1991 1199 656 79 17 19 21
"Norfolk City" "201 - Old Dominion" 3104 2008 861 138 43 35 19
"Norfolk City" "203 - Ghent Square" 877 578 223 42 20 3 11
"Norfolk City" "207 - Lambert's Point" 2093 1757 209 73 9 33 12
"Norfolk City" "208 - Larchmont Library" 667 352 262 32 14 2 5
"Norfolk City" "210 - Maury" 1610 1106 375 68 29 17 15
"Norfolk City" "211 - Chrysler Museum" 2128 1356 593 104 23 32 20
"Norfolk City" "212 - Park Place" 1168 1086 40 16 10 11 5
"Norfolk City" "213 - Taylor Elementary School" 2011 1380 422 110 32 42 25
"Norfolk City" "214 - Stuart" 1850 1342 383 79 17 23 6
"Norfolk City" "215 - Suburban Park" 1467 811 558 42 28 14 14
"Norfolk City" "217 - Wesley" 1368 862 424 48 7 19 8
"Norfolk City" "218 - Willard" 2329 1222 926 114 30 15 22
"Norfolk City" "301 - Ballentine" 1520 1264 198 26 4 21 7
"Norfolk City" "302 - Tanners Creek" 973 762 158 29 10 10 4
"Norfolk City" "303 - Bowling Park" 1898 1798 63 18 2 11 6
"Norfolk City" "304 - Coleman Place School" 900 719 153 9 4 6 9
"Norfolk City" "305 - Lafayette-Winona" 1234 977 203 26 8 14 6
"Norfolk City" "306 - Lindenwood" 1017 900 82 13 8 9 5
"Norfolk City" "309 - Norview" 2588 1978 480 65 20 27 18
"Norfolk City" "310 - Rosemont" 2169 2014 98 29 9 12 7
"Norfolk City" "311 - Sherwood" 2592 1655 786 89 19 25 18
"Norfolk City" "313 - Union Chapel" 799 770 13 4 5 6 1
"Norfolk City" "402 - Berkley" 1256 1221 13 9 3 10 0
"Norfolk City" "403 - Brambleton" 865 839 12 4 6 3 1
"Norfolk City" "404 - Campostella" 1280 1207 50 9 5 6 3
"Norfolk City" "405 - Chesterfield" 1434 1362 42 7 1 14 8
"Norfolk City" "406 - Barron Black" 1142 643 436 38 4 16 5
"Norfolk City" "408 - Easton" 1631 925 627 48 11 11 9
"Norfolk City" "409 - Fairlawn" 1266 710 472 53 15 11 5
"Norfolk City" "411 - Ruffner Academy" 522 498 16 4 0 0 4
"Norfolk City" "412 - Ingleside" 1380 1181 151 28 6 6 8
"Norfolk City" "413 - Poplar Halls" 1956 1593 308 27 13 5 10
"Norfolk City" "414 - Young Park" 1581 1519 26 12 8 11 5
"Norfolk City" "415 - Lake Taylor High School" 1437 903 450 39 14 9 22
"Norfolk City" "501 - Bayview" 1912 934 828 108 13 17 12
"Norfolk City" "503 - East Ocean View" 1985 1040 810 72 20 23 20
"Norfolk City" "504 - Larrymore" 1509 858 561 49 15 20 6
"Norfolk City" "505 - Little Creek" 1185 538 579 51 5 7 5
"Norfolk City" "506 - Ocean View Center" 2050 1262 647 79 23 26 13
"Norfolk City" "507 - Pretlow" 1724 907 673 77 24 31 12
"Norfolk City" "509 - Tarrallton" 1800 703 977 72 20 13 15
"Norfolk City" "510 - Third Presbyterian" 1949 790 998 106 23 17 15
"Norfolk City" "511 - Crossroads" 1774 851 788 77 25 25 8
"Norfolk City" "512 - Azalea Gardens" 1048 513 481 26 10 9 9
"Norfolk City" "Ab - Central Absentee Precinct" 1868 1167 565 93 23 13 7
"Norfolk City" "Ab - Central Absentee Precinct" 4857 3627 997 133 38 27 35
"Norfolk City" Provisional 32 17 15 0 0 0 0
"Norfolk City" Provisional 99 80 11 3 0 2 3
"Northampton County" "101 - Precinct 1-1" 1265 584 623 29 11 11 7
"Northampton County" "201 - Precinct 2-1" 1065 713 316 20 5 8 3
"Northampton County" "301 - Precinct 3-1" 952 640 287 13 2 2 8
"Northampton County" "401 - Precinct 4-1" 1028 457 540 17 2 7 5
"Northampton County" "501 - Precinct 5-1" 1070 476 545 25 10 6 8
"Northampton County" "Ab - Central Absentee Precinct" 792 385 375 12 7 6 7
"Northampton County" Provisional 0 0 0 0 0 0 0
"Northumberland County" "101 - 1a" 1100 413 650 20 7 8 2
"Northumberland County" "201 - 2a" 1312 414 851 20 16 4 7
"Northumberland County" "301 - 3a" 739 495 230 8 4 2 0
"Northumberland County" "302 - 3b" 368 286 79 2 0 0 1
"Northumberland County" "401 - 4a" 1575 481 1021 49 13 1 10
"Northumberland County" "501 - 5a" 1482 438 999 25 7 4 9
"Northumberland County" "Ab - Central Absentee Precinct" 822 325 472 12 4 2 7
"Northumberland County" Provisional 0 0 0 0 0 0 0
"Norton City" "1 - East Ward" 1460 383 1021 24 22 6 4
"Norton City" Provisional 0 0 0 0 0 0 0
"Nottoway County" "101 - Precinct 1-1" 721 262 437 12 7 3 0
"Nottoway County" "102 - Precinct 1-2" 539 180 348 5 2 2 2
"Nottoway County" "201 - Precinct 2-1" 925 330 561 12 7 8 7
"Nottoway County" "202 - Precinct 2-2" 405 86 302 10 3 0 4
"Nottoway County" "301 - Precinct 3-1" 589 371 208 7 2 1 0
"Nottoway County" "302 - Precinct 3-2" 400 158 233 5 3 1 0
"Nottoway County" "401 - Precinct 4-1" 633 482 140 8 0 2 1
"Nottoway County" "402 - Precinct 4-2" 617 197 401 12 2 4 1
"Nottoway County" "501 - Precinct 5-1" 1180 491 642 30 9 2 6
"Nottoway County" "Ab - Central Absentee Precinct" 735 272 440 15 0 2 6
"Nottoway County" Provisional 0 0 0 0 0 0 0
"Orange County" "101 - One West" 1634 570 989 39 15 9 12
"Orange County" "102 - One East" 1511 604 814 46 19 20 8
"Orange County" "201 - Two West" 1616 458 1107 22 12 8 9
"Orange County" "202 - Two East" 1422 347 1028 28 5 9 5
"Orange County" "301 - Three West" 1948 855 1002 50 13 14 14
"Orange County" "302 - Three East" 610 205 381 11 7 5 1
"Orange County" "401 - Four West" 1604 352 1197 28 16 4 7
"Orange County" "402 - Four East" 1559 569 888 60 17 17 8
"Orange County" "501 - Five South" 1805 662 1064 34 22 15 8
"Orange County" "502 - Five North" 2049 696 1270 38 26 8 11
"Orange County" "Ab - Central Absentee Precinct" 1498 637 771 42 26 6 16
"Orange County" Provisional 14 2 10 1 0 1 0
"Page County" "101 - West Luray" 1909 531 1287 47 26 5 13
"Page County" "201 - East Luray" 2120 544 1469 49 21 9 28
"Page County" "301 - Marksville" 2144 406 1670 33 14 10 11
"Page County" "401 - Newport" 1683 342 1296 30 9 2 4
"Page County" "501 - Shenandoah" 1977 328 1593 26 13 9 8
"Page County" "Ab - Central Absentee Precinct" 904 363 513 13 6 3 6
"Page County" Provisional 3 0 3 0 0 0 0
"Patrick County" "101 - Ararat" 504 113 375 10 3 2 1
"Patrick County" "102 - Claudville" 463 72 381 7 2 1 0
"Patrick County" "103 - Willis Gap" 484 90 385 5 3 1 0
"Patrick County" "201 - Dry Pond" 298 44 244 8 0 1 1
"Patrick County" "202 - Patrick Springs" 831 164 640 13 7 4 3
"Patrick County" "203 - Russell Creek" 640 119 502 5 11 2 1
"Patrick County" "301 - Critz/Stella" 974 236 711 8 12 3 4
"Patrick County" "302 - Liberty" 603 66 512 14 4 6 1
"Patrick County" "401 - Meadows Of Dan" 624 166 431 17 5 3 2
"Patrick County" "402 - Stuart Administration" 789 166 589 16 5 9 4
"Patrick County" "501 - Stuart Community" 343 68 262 10 3 0 0
"Patrick County" "502 - Elamsville" 566 109 425 9 4 6 13
"Patrick County" "503 - Woolwine" 657 133 502 11 2 6 3
"Patrick County" "Ab - Central Absentee Precinct" 749 222 495 14 10 5 3
"Patrick County" Provisional 0 0 0 0 0 0 0
"Petersburg City" "101 - First Ward First Precinct" 1359 1210 125 7 8 5 4
"Petersburg City" "201 - Second Ward First Precinct" 1956 1724 175 24 15 12 6
"Petersburg City" "301 - Third Ward First Precinct" 2091 1615 400 40 11 14 11
"Petersburg City" "401 - Fourth Ward First Precinct" 1507 1249 219 22 4 9 4
"Petersburg City" "501 - Fifth Ward First Precinct" 1499 1361 99 14 5 10 10
"Petersburg City" "601 - Sixth Ward First Precinct" 1352 1301 36 3 5 5 2
"Petersburg City" "701 - Seventh Ward First Precinct" 1690 1513 146 11 7 6 7
"Petersburg City" "Ab - Central Absentee Precinct" 2313 2032 248 18 3 6 6
"Petersburg City" Provisional 19 16 3 0 0 0 0
"Pittsylvania County" "103 - Twin Springs" 2259 351 1833 47 17 3 8
"Pittsylvania County" "105 - Chatham" 792 189 561 21 8 8 5
"Pittsylvania County" "106 - Tunstall" 973 181 765 12 7 4 4
"Pittsylvania County" "108 - West Blairs" 567 151 401 9 4 2 0
"Pittsylvania County" "201 - Callands" 835 181 640 6 6 0 2
"Pittsylvania County" "202- Bearskin" 246 77 166 0 2 1 0
"Pittsylvania County" "204 - Sandy Level" 563 123 417 12 6 2 3
"Pittsylvania County" "206 - Climax" 621 118 488 6 3 4 2
"Pittsylvania County" "207 - Gretna" 1545 347 1167 19 5 4 3
"Pittsylvania County" "301 - Central" 751 439 293 12 5 0 2
"Pittsylvania County" "305 - Riceville" 682 378 291 6 3 2 2
"Pittsylvania County" "307 - East Blairs" 944 696 233 7 2 6 0
"Pittsylvania County" "308 - Mt Airy" 426 228 181 7 8 2 0
"Pittsylvania County" "309 - East Gretna" 509 244 251 7 2 3 2
"Pittsylvania County" "402 - Keeling" 892 152 721 11 5 2 1
"Pittsylvania County" "404 - Kentuck" 1684 370 1266 28 9 8 3
"Pittsylvania County" "405 - Ringgold" 1780 487 1259 19 7 5 3
"Pittsylvania County" "501 - Hurt" 1413 390 982 17 13 7 4
"Pittsylvania County" "502 - Motley Sycamore" 1523 433 1038 23 14 6 9
"Pittsylvania County" "503 - Renan" 822 221 573 14 6 3 5
"Pittsylvania County" "603 - Stony Mill" 1149 263 863 13 3 3 4
"Pittsylvania County" "604 - Swansonville" 923 302 599 10 7 3 2
"Pittsylvania County" "605 - Whitmell" 879 230 631 12 2 2 2
"Pittsylvania County" "606 - Brosville" 903 425 458 10 5 1 4
"Pittsylvania County" "607 - Dry Fork" 414 82 325 5 1 1 0
"Pittsylvania County" "702 - Bachelors Hall" 1287 180 1075 20 4 5 3
"Pittsylvania County" "703 - Ferry Road" 290 92 191 1 3 1 2
"Pittsylvania County" "704 - Mt Hermon" 2046 494 1491 27 22 5 7
"Pittsylvania County" "705 - Mt Cross" 899 154 720 15 4 4 2
"Pittsylvania County" "Ab - Central Absentee Precinct" 2965 1217 1663 46 19 9 11
"Pittsylvania County" Provisional 16 4 12 0 0 0 0
"Poquoson City" "1 - Central" 1989 424 1432 82 24 9 18
"Poquoson City" "2 - Eastern" 2216 451 1630 90 22 13 10
"Poquoson City" "3 - Western" 2098 470 1485 89 18 16 20
"Poquoson City" "Ab - Central Absentee Precinct" 868 254 541 46 12 5 10
"Poquoson City" Provisional 6 2 4 0 0 0 0
"Portsmouth City" "1 - Emanuel A. M. E. Church" 1288 804 386 67 9 16 6
"Portsmouth City" "5 - Hampton Roads Community Health Center" 891 866 15 5 3 2 0
"Portsmouth City" "7- Park View Elementary School" 871 627 191 31 11 4 7
"Portsmouth City" "9 - Third Baptist Church" 1269 1032 189 26 6 12 4
"Portsmouth City" "10 - Port Norfolk Recreation Center" 742 421 265 43 8 4 1
"Portsmouth City" "11 - Mt. Hermon Village" 1000 960 19 6 4 5 6
"Portsmouth City" "13 - St. Mark Missionary Baptist Church" 789 762 14 3 1 4 5
"Portsmouth City" "14 - Emily N. Spong Preschool" 1070 1011 30 10 7 7 5
"Portsmouth City" "16 - Cradock Middle School" 1207 814 322 35 10 16 10
"Portsmouth City" "17 - Victory Life Fellowship" 1392 902 428 31 6 18 7
"Portsmouth City" "19 - Fairview Heights Baptist Church" 745 360 348 18 8 8 3
"Portsmouth City" "20 - Noble Street Baptist Church" 960 660 251 28 6 11 4
"Portsmouth City" "21 - John F. Kennedy Community Center" 760 729 19 2 1 7 2
"Portsmouth City" "22 - Forward Church" 1195 626 498 38 16 11 6
"Portsmouth City" "23 - Westhaven Baptist Church" 1191 411 691 55 14 14 6
"Portsmouth City" "24 - Willett Hall" 970 603 318 33 8 7 1
"Portsmouth City" "25 - John Tyler Elementary School" 1218 625 516 47 15 9 6
"Portsmouth City" "26 - William E. Waters Middle School" 1215 1165 28 9 6 6 1
"Portsmouth City" "27 - Cavalier Manor Recreation Center" 1216 1155 32 14 5 7 3
"Portsmouth City" "28 - Lakeview Elementary School" 1527 1452 40 7 10 10 8
"Portsmouth City" "29 - Saint Andrew's United Methodist Church" 887 247 584 37 6 10 3
"Portsmouth City" "30 - The Rescue Church" 1125 305 756 35 13 10 6
"Portsmouth City" "31 - West Park Church Of Christ" 1804 1061 663 41 17 13 9
"Portsmouth City" "32 - Hodges Manor Elementary School" 987 355 587 25 6 3 11
"Portsmouth City" "33- Pinecrest Baptist Church" 898 214 627 42 6 5 4
"Portsmouth City" "34- Churchland Branch Library" 1222 467 665 62 9 12 7
"Portsmouth City" "35 - Churchland Elementary School" 1487 567 819 61 21 8 11
"Portsmouth City" "36 - Scottish Rite Temple" 2632 1304 1177 80 28 24 19
"Portsmouth City" "37 - Churchland Middle School" 2022 1302 618 57 21 15 9
"Portsmouth City" "38 - Grove Baptist Church" 2244 1926 237 33 17 15 16
"Portsmouth City" "39 - River Shore Baptist Church" 2187 1529 580 41 15 12 10
"Portsmouth City" "Ab - Central Absentee Precinct" 4194 3200 860 72 18 17 27
"Portsmouth City" Provisional 60 35 22 2 0 1 0
"Powhatan County" "101 - Subletts" 1760 381 1269 71 17 9 13
"Powhatan County" "102 - Manakin" 1161 295 811 43 6 1 5
"Powhatan County" "103 - Flat Rock" 1002 198 747 29 14 9 5
"Powhatan County" "201 - Powhatan Station" 1378 225 1067 53 10 9 14
"Powhatan County" "202 - Graceland" 1768 378 1298 63 14 10 5
"Powhatan County" "301 - Bethesda" 1459 338 1048 56 8 4 5
"Powhatan County" "302 - Lee's Landing" 1113 259 795 49 4 5 1
"Powhatan County" "401 - Powhatan Courthouse" 2252 439 1675 105 20 6 7
"Powhatan County" "402 - Mt Zion" 857 192 613 28 12 5 7
"Powhatan County" "501 - Smith Cross Roads" 1288 486 744 36 13 5 4
"Powhatan County" "502 - Pineville" 692 255 395 25 12 1 4
"Powhatan County" "503 - Tobaccoville" 630 118 491 17 1 0 3
"Powhatan County" "Ab - Central Absentee Precinct" 1526 493 922 64 19 9 19
"Powhatan County" Provisional 14 3 10 0 1 0 0
"Prince Edward County" "101 - Farmville" 1075 540 465 45 13 10 2
"Prince Edward County" "201 - Lockett" 1307 576 679 22 22 6 2
"Prince Edward County" "301 - Leigh" 783 395 355 24 3 4 2
"Prince Edward County" "302 - Mt Pleasant" 420 237 172 5 4 1 1
"Prince Edward County" "401 - Hampden" 882 426 422 22 6 1 5
"Prince Edward County" "501 - Darlington Hts" 613 228 365 14 2 2 2
"Prince Edward County" "502 - Buffalo Hts" 390 154 215 12 7 2 0
"Prince Edward County" "601 - Prospect" 1218 697 478 26 6 9 2
"Prince Edward County" "701 - West End" 1021 503 439 59 9 8 3
"Prince Edward County" "801 - Center" 688 487 151 36 5 7 2
"Prince Edward County" "Ab - Central Absentee Precinct" 743 347 358 21 8 3 6
"Prince Edward County" Provisional 3 1 2 0 0 0 0
"Prince George County" "101 - Richard Bland" 867 274 548 29 9 3 4
"Prince George County" "102 - Templeton" 2433 578 1771 57 19 3 5
"Prince George County" "103 - Union Branch" 1536 621 861 30 13 6 5
"Prince George County" "104 - Rives" 1079 581 459 31 2 6 0
"Prince George County" "105 - Harrison" 571 135 420 8 3 3 2
"Prince George County" "201 - Bland" 2148 733 1347 55 8 4 1
"Prince George County" "202 - Black Water" 1520 445 1017 32 14 8 4
"Prince George County" "203 - Brandon" 611 183 414 10 3 1 0
"Prince George County" "204 - Courts Bldg" 1886 941 857 40 24 16 8
"Prince George County" "205 - Jefferson Park" 1462 938 468 29 9 11 7
"Prince George County" "Ab - Central Absentee Precinct" 2071 990 995 53 16 9 8
"Prince George County" Provisional 0 0 0 0 0 0 0
"Prince William County" "101 - Brentsville" 1616 392 1119 54 28 9 14
"Prince William County" "102 - Cedar Point" 2587 1166 1223 97 46 25 30
"Prince William County" "103 - Glenkirk" 1773 796 873 39 40 13 12
"Prince William County" "104 - Nokesville" 1827 632 1083 55 20 13 24
"Prince William County" "105 - Limestone" 2349 1117 1077 74 45 16 20
"Prince William County" "106 - Westgate" 1416 1002 324 39 19 22 10
"Prince William County" "107 - Marsteller" 2595 1297 1154 71 28 14 31
"Prince William County" "108 - Victory" 2461 1273 1013 72 54 11 38
"Prince William County" "109 - Piney Branch" 1963 1061 775 66 32 17 12
"Prince William County" "110 - Buckland Mills" 409 182 207 9 9 0 2
"Prince William County" "110 - Buckland Mills" 1008 558 403 19 17 6 5
"Prince William County" "111 - Bristow Run" 2806 1306 1298 97 59 21 25
"Prince William County" "112 - Burke-Nickens" 57 21 35 0 0 1 0
"Prince William County" "112 - Burke-Nickens" 1695 812 784 50 17 20 12
"Prince William County" "201 - Saunders" 1460 968 407 43 21 12 9
"Prince William County" "202 - Marshall" 1972 781 1059 72 28 15 17
"Prince William County" "203 - Bennett" 2024 926 955 71 35 15 22
"Prince William County" "204 - Ellis" 1658 884 660 50 21 20 23
"Prince William County" "205 - Buckhall" 1657 751 793 62 32 8 11
"Prince William County" "206 - Coles" 1432 548 791 45 21 18 9
"Prince William County" "207 - Spriggs" 2325 1329 857 63 33 19 24
"Prince William County" "208 - Hylton" 1360 489 801 36 18 10 6
"Prince William County" "209 - Independent Hill" 1341 399 864 33 18 11 16
"Prince William County" "210 - Penn" 1504 593 815 50 25 8 13
"Prince William County" "210 - Penn" 125 74 45 5 1 0 0
"Prince William County" "211 - Signal Hill" 1366 610 675 39 25 7 10
"Prince William County" "212 - Yorkshire" 2474 1486 836 80 35 17 20
"Prince William County" "213 - Saratoga" 1091 717 323 25 10 9 7
"Prince William County" "214 - Lucasville" 1165 373 704 54 13 13 8
"Prince William County" "215 - Rosa Parks" 1375 861 443 33 21 9 8
"Prince William County" "301 - Dumfries" 1445 1032 320 41 14 19 19
"Prince William County" "302 - Potomac" 2276 1781 395 43 25 13 19
"Prince William County" "303 - Graham Park" 1048 744 247 18 17 11 11
"Prince William County" "304 - Quantico" 396 178 195 15 4 2 2
"Prince William County" "305 - Pattie" 1717 883 709 50 38 17 20
"Prince William County" "306 - Washington-Reid" 1764 935 734 34 23 15 23
"Prince William County" "307 - Henderson" 1526 732 679 54 25 15 21
"Prince William County" "308 - Montclair" 1054 498 472 29 38 4 13
"Prince William County" "309 - Ashland" 1313 652 562 41 31 8 19
"Prince William County" "310 - Forest Park" 1471 968 429 29 23 14 8
"Prince William County" "311 - Swans Creek" 2114 1515 494 45 29 15 16
"Prince William County" "312 - Triangle" 382 262 99 12 2 3 4
"Prince William County" "312 - Triangle" 1392 918 406 31 21 9 7
"Prince William County" "313 - Cardinal" 1138 710 361 32 20 12 3
"Prince William County" "314 - Cabin Branch" 1259 714 465 34 28 10 8
"Prince William County" "401 - Evergreen" 1726 607 994 74 27 9 15
"Prince William County" "402 - Battlefield" 1584 556 918 36 40 10 24
"Prince William County" "403 - Bull Run" 1367 676 614 41 19 4 13
"Prince William County" "404 - Ben Lomond" 1792 1097 536 87 24 28 20
"Prince William County" "405 - Stonewall" 2063 1298 615 75 39 21 15
"Prince William County" "406 - Alvey" 500 224 254 5 11 3 3
"Prince William County" "407 - Heritage Hunt" 1782 758 952 30 17 3 22
"Prince William County" "408 - Sudley" 1275 649 529 47 29 12 9
"Prince William County" "409 - Tyler" 1973 1019 824 69 28 19 14
"Prince William County" "410 - Mountain View" 1762 761 900 45 26 14 16
"Prince William County" "411 - Mullen" 1746 1227 418 53 23 17 8
