DIST COUNTY AREA TOTAL DEM REP IND OTH
2 DANE "Town of DUNKIRK Wards 1,3,5" 1708 519 335 0 0
2 DANE "Town of DUNKIRK Wards 2,4,6" 908 263 191 0 0
2 DANE "Town of DUNN Wards 1-7" 7034 2245 1269 0 3
2 DANE "Town of MADISON Wards 1-9" 5358 2366 311 0 2
2 DANE "Town of MAZOMANIE Wards 1-2" 1446 394 329 0 0
2 DANE "Town of MEDINA Wards 1-2" 1740 447 423 0 0
2 DANE "Town of MIDDLETON Wards 1-8" 9474 2890 1843 0 4
2 DANE "Town of MONTROSE Wards 1-2" 1542 490 280 0 1
2 DANE "Town of OREGON Wards 1-4" 4456 1416 811 0 1
2 DANE "Town of PERRY Ward 1" 1046 345 178 0 0
2 DANE "Town of PLEASANT SPRINGS Wards 1-4" 4462 1315 916 0 0
2 DANE "Town of PRIMROSE Ward 1" 992 329 167 0 0
2 DANE "Town of ROXBURY Wards 1-2" 2368 632 551 0 1
2 DANE "Town of RUTLAND Wards 1-2" 2770 844 541 0 0
2 DANE "Town of SPRINGDALE Wards 1-2" 2818 847 561 0 1
2 DANE "Town of SPRINGFIELD Wards 1-3" 3756 1030 847 0 1
2 DANE "Town of SUN PRAIRIE Wards 1-3" 3104 906 646 0 0
2 DANE "Town of VERMONT Ward 1" 1278 429 209 0 1
2 DANE "Town of VERONA Ward 1" 978 291 198 0 0
2 DANE "Town of VERONA Wards 2-4" 1804 587 315 0 0
2 DANE "Town of VIENNA Wards 1-2" 1954 472 505 0 0
2 DANE "Town of WESTPORT Wards 1-5" 5976 1832 1156 0 0
2 DANE "Town of YORK Ward 1" 896 244 204 0 0
2 DANE "Village of BELLEVILLE Wards 1-2" 2496 863 385 0 0
2 DANE "Village of BLACK EARTH Wards 1-2" 1822 581 328 0 2
2 DANE "Village of BLUE MOUNDS Ward 1" 1126 388 174 0 1
2 DANE "Village of BROOKLYN Ward 1" 1178 400 189 0 0
2 DANE "Village of BROOKLYN Ward 3" 0 0 0 0 0
2 DANE "Village of CAMBRIDGE Wards 2-3" 2070 653 382 0 0
2 DANE "Village of COTTAGE GROVE Wards 1-10,13" 8654 2834 1487 0 6
2 DANE "Village of COTTAGE GROVE Wards 11-12" 4 1 1 0 0
2 DANE "Village of CROSS PLAINS Wards 1-4" 4926 1649 812 0 2
2 DANE "Village of CROSS PLAINS Wards 5-6" 138 50 19 0 0
2 DANE "Village of DANE Ward 1" 1258 330 298 0 1
2 DANE "Village of DEERFIELD Wards 1-3" 2918 899 560 0 0
2 DANE "Village of DEFOREST Wards 1,3-6,15" 5954 1859 1117 0 1
2 DANE "Village of DEFOREST Wards 2,21" 794 277 120 0 0
2 DANE "Village of DEFOREST Wards 7-10,12" 4852 1537 887 0 2
2 DANE "Village of DEFOREST Wards 11,20" 1006 318 185 0 0
2 DANE "Village of DEFOREST Wards 13,19,22-23" 22 4 7 0 0
2 DANE "Village of DEFOREST Wards 14,16-18" 4 2 0 0 0
2 DANE "Village of MAPLE BLUFF Wards 1-2" 2156 731 346 0 1
2 DANE "Village of MARSHALL Wards 1-5" 3862 1094 837 0 0
2 DANE "Village of MAZOMANIE Wards 1-3" 2106 656 394 0 3
2 DANE "Village of MCFARLAND Wards 1-13" 11800 4107 1790 0 3
2 DANE "Village of MCFARLAND Ward 14" 0 0 0 0 0
2 DANE "Village of MOUNT HOREB Wards 1-4" 4584 1514 778 0 0
2 DANE "Village of MOUNT HOREB Wards 5-9" 4824 1646 765 0 1
2 DANE "Village of OREGON Wards 1,5-6,11,13" 4160 1484 594 0 2
2 DANE "Village of OREGON Wards 2-4,12" 3968 1358 624 0 2
2 DANE "Village of OREGON Wards 7-10" 5818 1894 1013 0 2
2 DANE "Village of ROCKDALE Ward 1" 254 85 42 0 0
2 DANE "Village of SHOREWOOD HILLS Wards 1-2" 3220 1456 154 0 0
2 DANE "Village of WAUNAKEE Wards 1-5" 9128 2835 1727 0 2
2 DANE "Village of WAUNAKEE Wards 6-12" 9288 2878 1765 0 1
2 DANE "Village of Windsor Wards 1-2" 876 245 193 0 0
2 DANE "Village of Windsor Wards 3-5" 3532 963 803 0 0
2 DANE "Village of Windsor Wards 6-10" 6116 1927 1127 0 4
2 DANE "CITY OF EDGERTON Ward 7" 132 33 33 0 0
2 DANE "City of FITCHBURG Wards 1-4" 5216 2158 447 0 3
2 DANE "City of FITCHBURG Wards 5-9" 8962 3434 1046 0 1
2 DANE "City of FITCHBURG Wards 10-13" 5114 2135 418 0 4
2 DANE "City of FITCHBURG Ward 14" 2964 1145 335 0 2
2 DANE "City of FITCHBURG Wards 15,18-19" 7464 2844 885 0 3
2 DANE "City of FITCHBURG Wards 16-17" 2564 892 389 0 1
2 DANE "City of FITCHBURG Ward 20" 0 0 0 0 0
2 DANE "City of MADISON Ward 1" 3682 1402 436 0 3
2 DANE "City of MADISON Ward 2" 2056 853 175 0 0
2 DANE "City of MADISON Ward 3" 1600 627 173 0 0
2 DANE "City of MADISON Ward 4" 1174 444 143 0 0
2 DANE "City of MADISON Ward 5" 1920 722 237 0 1
2 DANE "City of MADISON Ward 6" 3384 1370 321 0 1
2 DANE "City of MADISON Ward 7" 2138 805 263 0 1
2 DANE "City of MADISON Ward 8" 3800 1458 439 0 3
2 DANE "City of MADISON Ward 9" 5828 2284 629 0 1
2 DANE "City of MADISON Ward 10" 3000 1158 341 0 1
2 DANE "City of MADISON Ward 11" 1528 630 134 0 0
2 DANE "City of MADISON Ward 12" 3434 1389 327 0 1
2 DANE "City of MADISON Ward 13" 1098 453 92 0 4
2 DANE "City of MADISON Ward 14" 1022 437 74 0 0
2 DANE "City of MADISON Ward 15" 2138 938 130 0 1
2 DANE "City of MADISON Ward 16" 5128 2231 330 0 3
2 DANE "City of MADISON Ward 17" 1486 618 124 0 1
2 DANE "City of MADISON Ward 18" 1592 680 114 0 2
2 DANE "City of MADISON Ward 19" 1464 639 93 0 0
2 DANE "City of MADISON Ward 20" 402 175 26 0 0
2 DANE "City of MADISON Ward 21" 1790 733 160 0 2
2 DANE "City of MADISON Ward 22" 2808 1114 290 0 0
2 DANE "City of MADISON Ward 23" 2282 858 282 0 1
2 DANE "City of MADISON Ward 24" 2384 855 337 0 0
2 DANE "City of MADISON Ward 25" 3836 1617 299 0 2
2 DANE "City of MADISON Ward 26" 2156 838 238 0 2
2 DANE "City of MADISON Ward 27" 14 6 1 0 0
2 DANE "City of MADISON Ward 28" 2300 1029 118 0 3
2 DANE "City of MADISON Ward 29" 4996 2359 135 0 4
2 DANE "City of MADISON Ward 30" 1902 835 114 0 2
2 DANE "City of MADISON Ward 31" 2178 950 139 0 0
2 DANE "City of MADISON Ward 32" 1322 567 93 0 1
2 DANE "City of MADISON Ward 33" 1976 832 153 0 3
2 DANE "City of MADISON Ward 34" 1694 732 114 0 1
2 DANE "City of MADISON Ward 35" 2092 891 154 0 1
2 DANE "City of MADISON Ward 36" 2330 941 222 0 2
2 DANE "City of MADISON Ward 37" 2866 1201 230 0 2
2 DANE "City of MADISON Ward 38" 5158 2009 567 0 3
2 DANE "City of MADISON Ward 39" 3506 1640 111 0 2
2 DANE "City of MADISON Ward 40" 4708 2246 102 0 6
2 DANE "City of MADISON Ward 41" 5702 2719 129 0 3
2 DANE "City of MADISON Ward 42" 5340 2553 115 0 2
2 DANE "City of MADISON Ward 43" 780 360 30 0 0
2 DANE "City of MADISON Ward 44" 3470 1632 103 0 0
2 DANE "City of MADISON Ward 45" 6750 3103 266 0 6
2 DANE "City of MADISON Ward 46" 3902 1795 154 0 2
2 DANE "City of MADISON Ward 47" 3310 1301 348 0 6
2 DANE "City of MADISON Ward 48" 1608 620 183 0 1
2 DANE "City of MADISON Ward 49" 4772 1862 520 0 4
2 DANE "City of MADISON Ward 50" 3426 1410 302 0 1
2 DANE "City of MADISON Ward 51" 2640 1145 171 0 4
2 DANE "City of MADISON Ward 52" 1624 714 97 0 1
2 DANE "City of MADISON Ward 53" 5858 2588 337 0 4
2 DANE "City of MADISON Ward 54" 582 212 79 0 0
2 DANE "City of MADISON Ward 55" 3218 1283 325 0 1
2 DANE "City of MADISON Ward 56" 1672 618 216 0 2
2 DANE "City of MADISON Ward 57" 1810 700 203 0 2
2 DANE "City of MADISON Ward 58" 784 335 57 0 0
2 DANE "City of MADISON Ward 59" 872 346 89 0 1
2 DANE "City of MADISON Ward 60" 960 419 61 0 0
2 DANE "City of MADISON Ward 61" 3530 1461 304 0 0
2 DANE "City of MADISON Ward 62" 1756 806 72 0 0
2 DANE "City of MADISON Ward 63" 3480 1582 154 0 4
2 DANE "City of MADISON Ward 64" 2872 1300 134 0 2
2 DANE "City of MADISON Ward 65" 5068 2338 194 0 2
2 DANE "City of MADISON Ward 66" 4036 1732 284 0 2
2 DANE "City of MADISON Ward 67" 2008 883 120 0 1
2 DANE "City of MADISON Ward 68" 2254 1024 103 0 0
2 DANE "City of MADISON Ward 69" 3534 1645 120 0 2
2 DANE "City of MADISON Ward 70" 2412 991 214 0 1
2 DANE "City of MADISON Ward 71" 3156 1328 250 0 0
2 DANE "City of MADISON Ward 72" 1178 530 59 0 0
2 DANE "City of MADISON Ward 73" 1402 594 104 0 3
2 DANE "City of MADISON Ward 74" 950 419 56 0 0
2 DANE "City of MADISON Ward 75" 2234 963 153 0 1
2 DANE "City of MADISON Ward 76" 1482 669 72 0 0
2 DANE "City of MADISON Ward 77" 3444 1384 338 0 0
2 DANE "City of MADISON Ward 78" 4742 2103 264 0 4
2 DANE "City of MADISON Ward 79" 5334 2366 295 0 6
2 DANE "City of MADISON Ward 80" 344 149 23 0 0
2 DANE "City of MADISON Ward 81" 3320 1507 153 0 0
2 DANE "City of MADISON Ward 82" 2712 1243 110 0 3
2 DANE "City of MADISON Ward 83" 3014 1367 139 0 1
2 DANE "City of MADISON Ward 84" 3560 1510 266 0 4
2 DANE "City of MADISON Ward 85" 3378 1505 184 0 0
2 DANE "City of MADISON Ward 86" 4198 1829 266 0 4
2 DANE "City of MADISON Ward 87" 4190 1715 376 0 4
2 DANE "City of MADISON Ward 88" 3856 1499 428 0 1
2 DANE "City of MADISON Ward 89" 3938 1681 286 0 2
2 DANE "City of MADISON Ward 90" 1362 567 114 0 0
2 DANE "City of MADISON Ward 91" 2792 1139 255 0 2
2 DANE "City of MADISON Ward 92" 2490 1045 198 0 2
2 DANE "City of MADISON Ward 93" 586 245 48 0 0
2 DANE "City of MADISON Ward 94" 1502 595 154 0 2
2 DANE "City of MADISON Ward 95" 3372 1385 300 0 1
2 DANE "City of MADISON Ward 96" 2964 1168 311 0 3
2 DANE "City of MADISON Ward 97" 4530 1806 457 0 2
2 DANE "City of MADISON Ward 98" 5602 2202 597 0 2
2 DANE "City of MADISON Ward 99" 1692 658 186 0 2
2 DANE "City of MADISON Ward 100" 3696 1498 349 0 1
2 DANE "City of MADISON Ward 101" 1008 415 86 0 3
2 DANE "City of MADISON Ward 102" 2410 968 236 0 1
2 DANE "City of MADISON Ward 103" 996 432 65 0 1
2 DANE "City of MADISON Ward 104" 3420 1386 321 0 3
2 DANE "City of MADISON Ward 105" 4440 1770 449 0 1
2 DANE "City of MADISON Ward 106" 5932 2004 959 0 3
2 DANE "City of MADISON Ward 107" 5380 1990 697 0 3
2 DANE "City of MADISON Ward 108" 3292 1403 241 0 2
2 DANE "City of MADISON Ward 109" 3694 1462 378 0 7
2 DANE "City of MADISON Ward 110" 3124 1178 382 0 2
2 DANE "City of MADISON Ward 111" 4870 1739 696 0 0
2 DANE "City of MADISON Ward 112" 0 0 0 0 0
2 DANE "City of MADISON Ward 113" 0 0 0 0 0
2 DANE "City of MADISON Ward 114" 0 0 0 0 0
2 DANE "City of MADISON Ward 115" 0 0 0 0 0
2 DANE "City of MADISON Ward 116" 0 0 0 0 0
2 DANE "City of MADISON Ward 117" 0 0 0 0 0
2 DANE "City of MADISON Ward 118" 0 0 0 0 0
2 DANE "City of MADISON Ward 119" 12 5 1 0 0
2 DANE "City of MADISON Ward 120" 0 0 0 0 0
2 DANE "City of MADISON Ward 121" 10 5 0 0 0
2 DANE "City of MADISON Ward 122" 194 70 27 0 0
2 DANE "City of MADISON Ward 123" 0 0 0 0 0
2 DANE "City of MADISON Ward 124" 270 93 42 0 0
2 DANE "City of MADISON Ward 125" 46 13 10 0 0
2 DANE "City of MADISON Ward 126" 204 81 21 0 0
2 DANE "City of MADISON Ward 127" 180 72 17 0 1
2 DANE "City of MADISON Ward 128" 6 1 2 0 0
2 DANE "City of MADISON Ward 129" 10 4 1 0 0
2 DANE "City of MADISON Ward 130" 0 0 0 0 0
2 DANE "City of MADISON Ward 131" 8 4 0 0 0
2 DANE "City of MADISON Ward 132" 8 4 0 0 0
2 DANE "City of MADISON Ward 133" 4 1 1 0 0
2 DANE "City of MADISON Ward 134" 38 14 5 0 0
2 DANE "City of MADISON Ward 135" 8 2 2 0 0
2 DANE "City of MADISON Ward 136" 4 1 1 0 0
2 DANE "City of MADISON Ward 137" 0 0 0 0 0
2 DANE "City of MADISON Ward 138" 0 0 0 0 0
2 DANE "City of MADISON Ward 139" 0 0 0 0 0
2 DANE "City of MADISON Ward 140" 88 36 8 0 0
2 DANE "City of MADISON Ward 141" 2 1 0 0 0
2 DANE "City of MADISON Ward 142" 6 3 0 0 0
2 DANE "City of MADISON Ward 143" 0 0 0 0 0
2 DANE "City of MADISON Ward 144" 0 0 0 0 0
2 DANE "City of MADISON Ward 145" 0 0 0 0 0
2 DANE "City of MADISON Ward 146" 0 0 0 0 0
2 DANE "City of MADISON Ward 147" 0 0 0 0 0
2 DANE "City of MADISON Ward 148" 0 0 0 0 0
2 DANE "City of MADISON Ward 149" 0 0 0 0 0
2 DANE "City of MADISON Ward 150" 0 0 0 0 0
2 DANE "City of MADISON Ward 151" 0 0 0 0 0
2 DANE "City of MADISON Ward 152" 2 1 0 0 0
2 DANE "City of MADISON Ward 154" 0 0 0 0 0
2 DANE "City of MIDDLETON Wards 1-4,9,20" 7320 2824 833 0 3
2 DANE "City of MIDDLETON Wards 5-8" 5832 2405 509 0 2
2 DANE "City of MIDDLETON Wards 10-13,22" 8058 3183 842 0 4
2 DANE "City of MIDDLETON Wards 14-16,18,17,21" 6210 2332 768 0 5
2 DANE "City of MIDDLETON Ward 19" 0 0 0 0 0
2 DANE "City of MONONA Wards 1-5" 6048 2432 589 0 3
2 DANE "City of MONONA Wards 6-10" 5690 2264 578 0 3
2 DANE "City of STOUGHTON Wards 1-2" 3894 1309 637 0 1
2 DANE "City of STOUGHTON Wards 3-4,12" 3816 1350 558 0 0
2 DANE "City of STOUGHTON Wards 5-6" 4160 1490 589 0 1
2 DANE "City of STOUGHTON Wards 7-8,15" 4062 1391 639 0 1
2 DANE "City of STOUGHTON Ward 9" 92 29 17 0 0
2 DANE "City of STOUGHTON Wards 10-11,13-14" 0 0 0 0 0
2 DANE "City of STOUGHTON Ward 16" 0 0 0 0 0
2 DANE "City of SUN PRAIRIE Wards 1-19,26" 39226 13598 5998 0 17
2 DANE "City of SUN PRAIRIE Wards 20-22,24-25,28" 494 168 78 0 1
2 DANE "City of SUN PRAIRIE Wards 23,27" 0 0 0 0 0
2 DANE "City of VERONA Wards 1,5" 2736 943 423 0 2
2 DANE "City of VERONA Wards 2-4" 4778 1722 665 0 2
2 DANE "City of VERONA Wards 6-9" 9852 3550 1374 0 2
2 GREEN "Town of ADAMS Ward 1" 660 166 164 0 0
2 GREEN "Town of ALBANY Wards 1-2" 1464 364 368 0 0
2 GREEN "Town of BROOKLYN Wards 1-3" 1562 425 356 0 0
2 GREEN "Town of CADIZ Ward 1" 930 177 288 0 0
2 GREEN "Town of CLARNO Wards 1-2" 1410 279 426 0 0
2 GREEN "Town of DECATUR Wards 1-3" 2080 470 570 0 0
2 GREEN "Town of EXETER Wards 1-4" 2732 838 526 0 2
2 GREEN "Town of JEFFERSON Wards 1-2" 1388 252 441 0 1
2 GREEN "Town of JORDAN Ward 1" 668 148 186 0 0
2 GREEN "Town of MONROE Wards 1-2" 1478 334 405 0 0
2 GREEN "Town of MOUNT PLEASANT Ward 1" 352 82 94 0 0
2 GREEN "Town of MOUNT PLEASANT Wards 2-3" 466 122 111 0 0
2 GREEN "Town of NEW GLARUS Wards 1-2" 1864 539 393 0 0
2 GREEN "Town of SPRING GROVE Ward 1" 1062 176 355 0 0
2 GREEN "Town of SYLVESTER Wards 1-2" 1332 280 384 0 2
2 GREEN "Town of WASHINGTON Ward 1" 1036 277 241 0 0
2 GREEN "Town of YORK Ward 1" 1308 383 271 0 0
2 GREEN "Village of ALBANY Wards 1-2" 1042 315 206 0 0
2 GREEN "VILLAGE OF BELLEVILLE Ward 3" 636 207 111 0 0
2 GREEN "VILLAGE OF BROOKLYN Ward 2" 498 169 80 0 0
2 GREEN "Village of BROWNTOWN Ward 1" 248 46 78 0 0
2 GREEN "Village of MONTICELLO Wards 1-2" 1332 384 282 0 0
2 GREEN "Village of NEW GLARUS Wards 1-4" 2746 951 422 0 0
2 GREEN "City of BRODHEAD Wards 1-6" 2978 738 750 0 1
2 GREEN "City of MONROE Wards 1-9" 10620 2938 2366 0 6
2 GREEN "City of MONROE Ward 10" 0 0 0 0 0
2 IOWA "Town of ARENA Wards 1-2" 1836 519 399 0 0
2 IOWA "Town of BRIGHAM Wards 1-2" 1424 467 245 0 0
2 IOWA "Town of CLYDE Ward 1" 410 135 70 0 0
2 IOWA "Town of DODGEVILLE Wards 1-4" 2094 614 430 0 3
2 IOWA "Town of EDEN Ward 1" 466 110 123 0 0
2 IOWA "Town of HIGHLAND Wards 1-2" 840 198 222 0 0
2 IOWA "Town of LINDEN Wards 1-3" 836 180 237 0 1
2 IOWA "Town of MIFFLIN Wards 1-2" 552 120 156 0 0
2 IOWA "Town of MINERAL POINT Wards 1-2" 1192 284 312 0 0
2 IOWA "Town of MOSCOW Wards 1-2" 786 233 160 0 0
2 IOWA "Town of PULASKI Ward 1" 386 81 112 0 0
2 IOWA "Town of RIDGEWAY Wards 1-2" 764 253 129 0 0
2 IOWA "Town of WALDWICK Wards 1-2" 594 165 132 0 0
2 IOWA "Town of WYOMING Wards 1-2" 510 168 87 0 0
2 IOWA "Village of ARENA Ward 1" 956 269 209 0 0
2 IOWA "Village of AVOCA Ward 1" 468 118 116 0 0
2 IOWA "Village of BARNEVELD Wards 1-2" 1476 427 311 0 0
2 IOWA "VILLAGE OF BLANCHARDVILLE Ward 2" 218 63 46 0 0
2 IOWA "Village of COBB Ward 1" 502 141 109 0 1
2 IOWA "Village of HIGHLAND Ward 1" 924 243 219 0 0
2 IOWA "Village of HOLLANDALE Ward 1" 308 102 52 0 0
2 IOWA "Village of LINDEN Ward 1" 452 134 92 0 0
2 IOWA "VILLAGE OF LIVINGSTON Ward 2" 4 0 2 0 0
2 IOWA "VILLAGE OF MONTFORT Ward 2" 108 31 23 0 0
2 IOWA "VILLAGE OF MUSCODA Ward 3" 32 8 8 0 0
2 IOWA "Village of REWEY Ward 1" 236 71 47 0 0
2 IOWA "Village of RIDGEWAY Ward 1" 716 218 140 0 0
2 IOWA "City of DODGEVILLE Wards 1-10" 5258 1694 934 0 1
2 IOWA "City of MINERAL POINT Wards 1-6" 2980 1017 473 0 0
2 LAFAYETTE "Town of ARGYLE Wards 1-3" 494 124 123 0 0
2 LAFAYETTE "Town of BELMONT Wards 1-2" 702 163 188 0 0
2 LAFAYETTE "Town of BENTON Wards 1-2" 568 89 195 0 0
2 LAFAYETTE "Town of BLANCHARD Ward 1" 370 101 84 0 0
2 LAFAYETTE "Town of DARLINGTON Wards 1-3" 1008 202 302 0 0
2 LAFAYETTE "Town of ELK GROVE Wards 1-2" 460 86 144 0 0
2 LAFAYETTE "Town of FAYETTE Wards 1-2" 420 89 121 0 0
2 LAFAYETTE "Town of GRATIOT Ward 1" 614 110 197 0 0
2 LAFAYETTE "Town of KENDALL Ward 1" 390 61 134 0 0
2 LAFAYETTE "Town of LAMONT Wards 1-2" 320 81 79 0 0
2 LAFAYETTE "Town of MONTICELLO Ward 1" 142 20 51 0 0
2 LAFAYETTE "Town of NEW DIGGINGS Ward 1" 534 99 167 0 1
2 LAFAYETTE "Town of SEYMOUR Wards 1-2" 344 54 118 0 0
2 LAFAYETTE "Town of SHULLSBURG Ward 1" 338 67 102 0 0
2 LAFAYETTE "Town of WAYNE Ward 1" 488 66 178 0 0
2 LAFAYETTE "Town of WHITE OAK SPRINGS Ward 1" 146 15 58 0 0
2 LAFAYETTE "Town of WILLOW SPRINGS Ward 1" 824 162 250 0 0
2 LAFAYETTE "Town of WIOTA Ward 1" 936 219 249 0 0
2 LAFAYETTE "Village of ARGYLE Ward 1" 802 226 175 0 0
2 LAFAYETTE "Village of BELMONT Ward 1" 984 231 261 0 0
2 LAFAYETTE "Village of BENTON Ward 1" 988 278 216 0 0
2 LAFAYETTE "Village of BLANCHARDVILLE Ward 1" 690 217 127 0 1
2 LAFAYETTE "Village of GRATIOT Ward 1" 220 56 54 0 0
2 LAFAYETTE "VILLAGE OF HAZEL GREEN Ward 3" 28 6 8 0 0
2 LAFAYETTE "Village of SOUTH WAYNE Ward 1" 386 67 126 0 0
2 LAFAYETTE "CITY OF CUBA CITY Ward 5" 278 71 68 0 0
2 LAFAYETTE "City of DARLINGTON Wards 1-6" 1960 558 422 0 0
2 LAFAYETTE "City of SHULLSBURG Wards 1-3" 1150 318 257 0 0
2 RICHLAND "Town of BUENA VISTA Wards 1-3" 1684 363 479 0 0
2 RICHLAND "Town of ITHACA Ward 1" 682 146 195 0 0
2 RICHLAND "Village of CAZENOVIA Ward 1" 326 84 79 0 0
2 RICHLAND "Village of LONE ROCK Ward 1" 804 193 209 0 0
2 ROCK "Town of AVON Ward 1" 720 125 234 0 1
2 ROCK "Town of BELOIT Wards 1-3" 2532 544 720 0 2
2 ROCK "Town of BELOIT Wards 4-6" 2220 602 507 0 1
2 ROCK "Town of BELOIT Wards 7-10" 3450 830 895 0 0
2 ROCK "Town of BELOIT Ward 11" 476 107 131 0 0
2 ROCK "Town of CENTER Wards 1-2" 1354 359 316 0 2
2 ROCK "Town of FULTON Wards 1-6" 4562 1202 1078 0 1
2 ROCK "Town of HARMONY Ward 1" 1084 297 245 0 0
2 ROCK "Town of JANESVILLE Wards 1-6" 4504 1108 1141 0 3
2 ROCK "Town of LA PRAIRIE Ward 2" 274 49 88 0 0
2 ROCK "Town of MAGNOLIA Ward 1" 866 225 208 0 0
2 ROCK "Town of MILTON Wards 2-4" 2928 747 715 0 2
2 ROCK "Town of NEWARK Wards 1-3" 1874 349 588 0 0
2 ROCK "Town of PLYMOUTH Wards 1-2" 1490 314 431 0 0
2 ROCK "Town of PORTER Ward 1" 1298 376 273 0 0
2 ROCK "Town of ROCK Wards 1-4,6" 2544 651 618 0 3
2 ROCK "Town of SPRING VALLEY Ward 1" 858 175 253 0 1
2 ROCK "Town of TURTLE Wards 1,4" 1288 290 351 0 3
2 ROCK "Town of UNION Wards 1-4" 2512 731 525 0 0
2 ROCK "Village of FOOTVILLE Ward 1" 948 232 242 0 0
2 ROCK "Village of ORFORDVILLE Wards 1-2" 1468 381 352 0 1
2 ROCK "City of BELOIT Ward 1" 770 227 157 0 1
2 ROCK "City of BELOIT Ward 2" 1664 464 368 0 0
2 ROCK "City of BELOIT Ward 3" 1482 383 356 0 2
2 ROCK "City of BELOIT Ward 4" 1404 370 331 0 1
2 ROCK "City of BELOIT Ward 5" 1338 355 311 0 3
2 ROCK "City of BELOIT Ward 6" 946 324 148 0 1
2 ROCK "City of BELOIT Ward 7" 882 299 141 0 1
2 ROCK "City of BELOIT Ward 8" 84 33 9 0 0
2 ROCK "City of BELOIT Ward 9" 904 300 152 0 0
2 ROCK "City of BELOIT Ward 10" 1244 382 240 0 0
2 ROCK "City of BELOIT Ward 11" 1396 415 281 0 2
2 ROCK "City of BELOIT Ward 12" 486 174 69 0 0
2 ROCK "City of BELOIT Ward 13" 836 351 66 0 1
2 ROCK "City of BELOIT Ward 14" 1020 408 101 0 1
2 ROCK "City of BELOIT Ward 15" 1074 362 175 0 0
2 ROCK "City of BELOIT Ward 16" 1112 437 119 0 0
2 ROCK "City of BELOIT Ward 17" 1548 525 249 0 0
2 ROCK "City of BELOIT Ward 18" 1134 373 194 0 0
2 ROCK "City of BELOIT Ward 19" 868 286 147 0 1
2 ROCK "City of BELOIT Ward 20" 1040 318 201 0 1
2 ROCK "City of BELOIT Ward 21" 1376 427 260 0 1
2 ROCK "City of BELOIT Ward 22" 1392 385 311 0 0
2 ROCK "City of BELOIT Ward 23" 2600 689 611 0 0
2 ROCK "City of BELOIT Ward 24" 1414 399 307 0 1
2 ROCK "CITY OF BRODHEAD Wards 7-8" 148 47 27 0 0
2 ROCK "City of EDGERTON Wards 1-6" 6106 2012 1038 0 3
2 ROCK "City of EVANSVILLE Wards 1-11" 6366 2165 1016 0 2
2 ROCK "City of JANESVILLE Ward 30" 0 0 0 0 0
2 ROCK "City of JANESVILLE Ward 34" 0 0 0 0 0
2 ROCK "City of JANESVILLE Ward 35" 0 0 0 0 0
2 ROCK "City of MILTON Ward 13" 0 0 0 0 0
2 SAUK "Town of BARABOO Wards 1-4" 2350 608 567 0 0
2 SAUK "Town of BEAR CREEK Ward 1" 724 182 180 0 0
2 SAUK "Town of DELLONA Wards 1-2" 2138 440 629 0 0
2 SAUK "Town of DELTON Wards 1-4" 2736 667 701 0 0
2 SAUK "Town of EXCELSIOR Wards 1-3" 2066 465 568 0 0
2 SAUK "Town of FAIRFIELD Wards 1-2" 1452 355 371 0 0
2 SAUK "Town of FRANKLIN Wards 1-3" 844 183 239 0 0
2 SAUK "Town of FREEDOM Wards 1-2" 570 126 159 0 0
2 SAUK "Town of GREENFIELD Ward 1" 1314 336 321 0 0
2 SAUK "Town of HONEY CREEK Ward 1" 918 239 220 0 0
2 SAUK "Town of IRONTON Ward 1" 608 108 196 0 0
2 SAUK "Town of LA VALLE Wards 1-3" 1882 378 563 0 0
2 SAUK "Town of MERRIMAC Ward 1" 1664 422 410 0 0
2 SAUK "Town of PRAIRIE DU SAC Wards 1-2" 1400 351 349 0 0
2 SAUK "Town of REEDSBURG Wards 1-3" 1412 282 424 0 0
2 SAUK "Town of SPRING GREEN Wards 1-4" 2294 617 530 0 0
2 SAUK "Town of SUMPTER Wards 1-3" 884 240 202 0 0
2 SAUK "Town of TROY Ward 1" 956 229 249 0 0
2 SAUK "Town of WASHINGTON Wards 1-2" 790 161 234 0 0
2 SAUK "Town of WESTFIELD Ward 1" 616 103 205 0 0
2 SAUK "Town of WINFIELD Wards 1-2" 1076 209 329 0 0
2 SAUK "Town of WOODLAND Ward 1" 820 182 228 0 0
2 SAUK "VILLAGE OF CAZENOVIA Ward 2" 18 5 4 0 0
2 SAUK "Village of IRONTON Ward 1" 246 40 83 0 0
2 SAUK "Village of LAKE DELTON Wards 1-3" 2756 699 679 0 0
2 SAUK "Village of LAKE DELTON Wards 4-10" 12 5 1 0 0
2 SAUK "Village of LAVALLE Ward 1" 374 64 123 0 0
2 SAUK "Village of LIME RIDGE Ward 1" 184 45 47 0 0
2 SAUK "Village of LOGANVILLE Ward 1" 298 66 83 0 0
2 SAUK "Village of MERRIMAC Ward 1" 634 173 144 0 0
2 SAUK "Village of NORTH FREEDOM Ward 1" 588 151 143 0 0
2 SAUK "Village of PLAIN Ward 1" 950 231 244 0 0
2 SAUK "Village of PRAIRIE DU SAC Wards 1-5" 5260 1616 1014 0 0
2 SAUK "Village of ROCK SPRINGS Ward 1" 336 52 116 0 0
2 SAUK "Village of SAUK CITY Wards 1-5" 4102 1312 739 0 0
2 SAUK "Village of SPRING GREEN Wards 1-2" 1966 691 292 0 0
2 SAUK "Village of WEST BARABOO Wards 1-2" 1576 424 364 0 0
